id;character;origin_dialogue;translated_dialogue
THSN017ST;ST;Get her!;
THSN018FT;FT;You messin' with some bad plants now, kid.;
THSN019ST;ST;Out of the way! Nobody likes you!;
THSN020ST;ST;Your mom and dad don't like you especially!;
THSN021HT;HT;Do your chores!;
THSN022FT;FT;Study your lines!;
THSN023HT;HT;I wish I were dead.;
THSN024ST;ST;I wish we were all dead.;
THSN025HT;HT;Today's even worse than yesterday!;
THSN026ST;ST;Don't break stuff! See? That's why people don't like you!;
THSD077BE;BE;Come with me, quick!;
THSD078BE;BE;Hurry! You're on in five!;
THSD079BE;BE;There's your mark. Hit it, love it, marry it, don't ever abandon it!;
THSD080BE;BE;It doesn't matter how old she gets.;
THSD081RA;RA;Hi. I found this...;
THSD082BE;BE;What?! Another new script? But I was just getting the old one under control!;
THSD083BE;BE;Okay, everybody, listen up! We got a completely new script here, so drop what you're doing and let's change gears.;
THSD084HF;HF;Ahhhhhhhhh!;
THSD086BE;BE;Can we fix the lights, please?;
THSD087BE;BE;Sorry, kid. We're not taking play submissions right now. Try again later.;
THSD088BE;BE;Sigh. Writing is dead.;
THSD089BE;BE;Pftt!;
THSD090BE;BE;Seen it!;
THSD091BE;BE;Doesn't any one write anything fresh any more?;
THSD092BE;BE;Hmmm. Not bad for a first read, everybody!;
THSD093BE;BE;That's it?;
THSD101HF;HF;Huzzah! Forsooth! What is thine sweet smell in the aire?;
THSD102SF;SF;Rejoice! For Spring has besatten upon ourselves, and the spirit of May is a-lingering!;
THSD103FF;FF;Let us spin and be happy, entwined in this pole of love, forever young and twisty.;
THSD104HF;HF;Hurray! Maypole! Maypole! Maypole!;
THSD105SF;SF;Oh, sigh.;
THSD106FF;FF;Whatever is wrong, little girl?;
THSD107SF;SF;Well, my family has left me alone in a bad, bad place for many years, and I don't know if they will ever come back for me.;
THSD108FF;FF;Ah, don't worry. I'm sure they'll come for you and you'll never have to think of that bad place again, ever.;
THSD109SF;SF;Hey, you're right! I think I see them now!;
THSD111HF;HF;Hello, my dear beloved daughter. We have come back for you. Please come with us and be happy and never think of this terrible, terrible place again!;
THSD112HF;HF;THE END.;
THSD114HT;HT;Bwah-ha-ha!;
THSD115HF;HF;Yay! Snow! Weee!;
THSD116HT;HT;Sigh. Woe is me. Always, snow.;
THSD117SF;SF;You--you--;
THSD118FF;FF;You shot him!;
THSD119SF;SF;He's dead!;
THSD120HF;HF;I... was just... trying to... entertain… Glllllk!;
THSD121RA;RA;I... I didn't mean to... I...;
THSD123RA;RA;Hey, can I have a ride up to the balcony please?;
THSD124HF;HF;Gee, why would you want to go there? That's not a happy place!;
THSD125RA;RA;I... uh... want to spread some, uh, happiness over there.;
THSD126HF;HF;Hey, that's a great idea! Help yourself!;
THSD127RA;RA;What a jerk!;
THSD128RA;RA;If I could just get up there, I'd show him.;
THSD129RA;RA;If I only had some Psychic flying or something. Or some stilts, or a helicopter.;
THSD130RA;RA;Ooof!;
THSD131RA;RA;Ghhh!;
THSD132RA;RA;Grrrrrrrr!;
THSD133RA;RA;Ouch!;
THSD134RA;RA;That hurt!;
THSD135RA;RA;Ow!;
THSD136RA;RA;Dang!;
THSD137RA;RA;Cut it out!;
THSD138RA;RA;Stop that!;
THSD139RA;RA;I hate that guy.;
THSD140RA;RA;Down puppies! Nice puppies! Down!;
THSD141RA;RA;Here birdie, birdie!;
THSD142RA;RA;Sit!;
THSD143RA;RA;Stay!;
THSD144RA;RA;Go away!;
THSD145RA;RA;Wait, keep back. I have a cold.;
THSD146RA;RA;Ick.;
THSD147RA;RA;Hello!;
THSD148RA;RA;Hi. My name is Raz.;
THSD149RA;RA;It's short for Razputin!;
THSD150RA;RA;Hey, who's that?;
THSD151RA;RA;If I could only get up there somehow.;
THSD152RA;RA;Hmmm.;
THSD153RA;RA;Hm-mmm.;
THSD155RA;RA;Hmm?;
THSD156RA;RA;Hm.;
THSD157RA;RA;Woo-hoo!;
THSD158RA;RA;Ta-da!;
THSD159RA;RA;Rrrrr!;
THSD160RA;RA;No room to think in here.;
THSD162RA;RA;I need to get that script back, I think!;
THSD163RA;RA;Heh heh heh!;
THSD165RA;RA;Huh?;
THSD166RA;RA;What the--;
THSD167RA;RA;Weeeee!;
THCW002PT;PT;Ho-ho!;
THCW003PT;PT;Heh.;
THCW004PT;PT;Heh-heh.;
THCW005PT;PT;Arrrrr!;
THCW006PT;PT;Oooof!;
THCW007PT;PT;Ah! You! You did this to me! I'll get you!;
THCW008PT;PT;AHHGH! What have you done to me?! My beautiful face! I'll get you for this!;
THRA001BE;BE;Hmmmmm.;
THRA002BE;BE;I can do this. I can do this. I can do this. I am in control. I am in control. I am in control. People are listening to me. People listen to me. People care about what I have to say. People respect me. People are listening to me.;
THRA001JA;JA;(snarf.);
THRA001GL;GL;Ooooooh.;
THSD008BE;BE;Alright, this is it. Cue the sun in five! Four! Three!;
THSD009JA;JA;Ha! I've seen better shines on a shoe!;
THSD010JA;JA;Yeah, you heard me! Up here, sunshine! This play stinks! You call that a costume? You look like a tin-foil ornament on top a Christmas tree of mediocrity.;
THSD011JA;JA;I, Jasper Rolls, the esteemed and famous critic, say it's time to drag this whole play outside and leave it on the curb for the garbage men.;
THSD012JA;JA;Why don't you quit while you can still get a job as a night light! Ah-ha-ha!;
THSD013JA;JA;Though predictable and melodramatic, Bonita Soleil's exits are always this reviewer's favorite part of her performance.;
THSD014BE;BE;Okay, let's try this one more time. Cue the sun!;
THSD015JA;JA;I've heard that stars are full of hot gas, but this one takes the cake!;
THSD016JA;JA;...combines a supernova ego with white dwarf talent...;
THSD017JA;JA;I hope you didn't forget your lines. The mind is the first thing to go in OLD AGE, you know.;
THSD018JA;JA;This play needs another run through the typewriter. No, wait. Make that a shredder!;
THSD019JA;JA;Boooo! Get off the stage!;
THSD020JA;JA;Hsssss! Hsssss!;
THSD021JA;JA;Isn't it time for you to set?;
THSD022JA;JA;I can see why they say not to stare at the sun too long or you'll go blind.;
THSD023JA;JA;My kid puts on better plays in the backyard!;
THSD024JA;JA;Are you going to try to sing? Hold on. Where's my pen? I need to jam it into my ears.;
THSD025JA;JA;You've got less talent than this piece of--no, wait… than THIS piece of popcorn. That first one was too big!;
THAC000RA;RA;Excuse me, Miss Soleil? I heard you were feeling bad, so I just wanted to say that...;
THAC001RA;RA;...whatever you're going through, you're not alone. ;
THAC002RA;RA;I used to be a performer myself and I know how hard it is when--;
THAC003BT;BT;Kid, can't you see I'm trying to have a moment here?;
THAC004RA;RA;Whoa. Sorry. I was looking for Bonita Soleil.;
THAC005BT;BT;You mean the personal muse of Gloria Von Gouton? Her inner sunshine?;
THAC006RA;RA;The spirit of her youth, yes.;
THAC007BT;BT;That's me. Whaddya want? An autograph? I'm kinda busy here.;
THAC008RA;RA;So, are you ready for your big number?;
THAC009BT;BT;Did you put a candle in that spotlight and light it yet?;
THAC010RA;RA;No. But I'm ABOUT to, so uh... five minutes, Miss Soleil!;
THAC011BT;BT;Thanks, Sonny.;
THAC012RA;RA;Now you see, that performance is exactly why we need to practice.;
THAC013BT;BT;Beat it, kid. I'm through.;
THAC014BT;BT;As long as Jasper and that Phantom are out there, I'm staying back here...;
THAC015BT;BT;...wallowing in my glamorous torment.;
THAC016RA;RA;The show must go on!;
THAC017BT;BT;Yeah, it must go on without me, as long as Jasper Rolls and that Phantom are out there!;
THAC018BT;BT;Sorry, kid.;
THAC019RA;RA;They need you on stage right away for your big number!;
THAC020BT;BT;Am I not playing this right or something? I'm drowning in a quagmire of self pity!;
THAC021BT;BT;Why aren't you getting that? Should I be doing more with my hands?;
THAC022RA;RA;So  who's that crying?;
THAC023BT;BT;Oh, sorry--;
THAC024BT;BT;Hey, can we kill the waterworks for a second?;
THAC025BT;BT;Thanks.;
THAC026BT;BT;It's a recording. It helps me focus.;
THAC027RA;RA;So, you're not going out on stage?;
THAC028BT;BT;Have you seen any of the plays we put on here? Those god-awful slices of Gloria's terrible life? ;
THAC029BT;BT;How am I supposed to bring light to those?;
THAC030BT;BT;Listen, the burden of being the only sunshine in this theater is just too much for one beautiful, glowing, inspirational muse to bear you know?;
THAC031RA;RA;You're not scared of that Phantom are you?;
THAC032BT;BT;No, it's not him I'm frightened of.;
THAC033BT;BT;It's that fat one who clings to the side of the theater like a blood-swollen tick, sucking out its life.;
THAC034RA;RA;Ew.;
THAC035BT;BT;He's always been there, but he wasn't always that big and loud. ;
THAC036BT;BT;I couldn't hear him much at all, really, until Gloria's mother hit the stage.;
THAC037RA;RA;He didn't like her performance either?;
THAC038BT;BT;No, I mean HIT the stage. Ker-splat.;
THAC039BT;BT;Jumped from the catwalks while Gloria was in Paris. ;
THAC041BT;BT;Yeah, that's what the janitor said too.;
THAC042RA;RA;I haven't seen any plays. How do I see a play?;
THAC043BT;BT;Well, those actors are worthless without a good script.;
THAC044BT;BT;Just find a script and give it to that bossy little dynamo with the headphones, she'll know what to do.;
THAC045RA;RA;Where do I find a script?;
THAC046BT;BT;Those actors are always hiding copies on one set or another, in case they forget their lines.;
THAC047BT;BT;And that mean, fat, horrible Jasper has one he's always trying to get produced.;
THAC048BT;BT;When you find a script, give it to Becky Houndstooth.;
THAC049BT;BT;But be careful.  If you play a script on a set it wasn't written for, you never know what might happen!;
THAC050RA;RA;Is there any way I can get you to take the stage? For the fans?;
THAC051BT;BT;If you can get me some help out there, so I'm not the only light on the set...;
THAC052RA;RA;I'll turn on a spotlight!;
THAC053BT;BT;Eh, that could work, but you'll need a candle...;
THAC054BT;BT;I think there might be a spare in the storeroom.;
THAC055BT;BT;If you can get a candle into a spotlight and light it, I'll come out and give the show one last try.;
THAC056BT;BT;But I'm not promising anything!;
THAC057RA;RA;I'll leave you alone now. I know you have a lot of crying to do.;
THAC058BT;BT;Thank you. Now where was I?;
THJA000JA;JA;ZZzzzzzZZZzz.;
THJA001JA;JA;ZZzzzz. ZzzZZZZZZ.;
THJA002JA;JA;Zzzzzz-ZZzzzzz.;
THJA003RA;RA;Hey, can you help me get up to the catwalks so I can fight that phantom?;
THJA004JA;JA;Ha! Can't get there from here! Ha ha ha!;
THJA005JA;JA;I mean, unless you did that one, particular play on that one, particular set...;
THJA006JA;JA;Oh, but what am I saying? That's almost impossible. ;
THJA007JA;JA;Forget about it. The theater is doomed!;
THJA009JA;JA;Ah, you've tasted excellence, and now you're back, begging for another bowl of quality theater?;
THJA011JA;JA;Ew, oh. Well unfortunately for you that's the last script I'll waste on this theater. ;
THJA012JA;JA;I'm saving the rest for Broadway!;
THJA013JA;JA;Just dig around the sets. I'm sure you'll find some horrible scripts in there. ;
THJA014JA;JA;Oh, except do NOT do that, because they certainly would NOT help you get to the catwalks, which are very dangerous anyway, so give up.;
THJA015RA;RA;You're mean and fat.;
THJA016JA;JA;And?;
THJA017RA;RA;Just giving you the update.;
THJA018JA;JA;At least I'm good at it.;
THJA020JA;JA;I'm trying to save you from that mysterious Phantom character!;
THJA021JA;JA;He only attacks when Bonita performs!;
THJA022JA;JA;If we got rid of Little Miss Sunshine, we'd all be safer now wouldn't we?;
THJA023JA;JA;I'm only thinking of the children. ;
THJA025JA;JA;The young boy's protests, though heartfelt, quickly lapsed into simplistic and tedious platitudes. One and a half stars!;
THJA026RA;RA;Bonita's just trying to lighten things up around here!;
THJA028JA;JA;She should quit now, while she can still get a job as a night light.;
THJA029RA;RA;If you hate the show so much, why don't you just leave?;
THJA030JA;JA;I can't stop looking at it. It's like the sight of a horrible car accident.;
THJA031JA;JA;A car accident where the victims can't act, and the paramedics forget their lines.;
THJA032RA;RA;Alright, later, you old gas bag.;
THJA033JA;JA;Listen, this play just stinks. Here. Try this one instead.;
THJA034JA;JA;This play has some ACTION in it, some zing!;
THJA035RA;RA;Wow, thanks. Are you actually being nice?;
THJA036JA;JA;No! I'm just trying to keep myself halfway entertained!;
THJA037JA;JA;Go! Give that to Becky and see if she can't find some actors to ruin it!;
THJA038JA;JA;Ha. Break a leg.;
THJA008RA;RA;Excuse me, Mr. Rolls, but do you have any more scripts?;
THJA010RA;RA;Not really. But I think that if I find a play that moves the props around in just the right way, I can use them to get up to the catwalks and fight the Phantom!;
THJA019RA;RA;Hey, why do you have to be so hard on Bonita?;
THJA024RA;RA;If you can't say something nice, don't say anything at all.;
THBF000SF;SF;And where would Gloria be without her muse?;
THBF001HF;HF;Her inner sunshine!;
THBF002FF;FF;The spirit of her youth!;
THBF003SF;SF;Played tonight, once again, by...;
THBF004SF;SF;Bonita Soleil!;
THBF007JA;JA;You'd better listen to me! You're no good! This play stinks! It's worse than ever before! Oh, I can't believe you call this theater!;
THBF008JA;JA;I can't even see it from down here, but I know it's bad! Can you hear me?;
THBF009JA;JA;Oh, you've got fat arms, you hear me? Big fat arms like a wrestler!;
THBF010JA;JA;And a little turkey gobble hanging from your neck!;
THBF011JA;JA;Oh, your knees are ugly, and you snort when you laugh!;
THBI000RA;RA;Okay Phantom, it's time to find out who--;
THBI001RA;RA;...you… really are.;
THBI002RA;RA;What?;
THBI003RA;RA;I totally guessed that!;
THBI004FF;FF;Nuh-uh. You said it was Becky!;
THBI005RA;RA;Tssssst!;
THBI006RA;RA;Okay, the jig is up, PHANTOM!;
THBI007JA;JA;What? Why, I never! How dare you accuse me of being the rugged and romantic scoundrel that has thrilled and terrified audiences for years!;
THBI008RA;RA;Yeah, I guess you're right. He's so agile, and limber, and... thin. He could never be you.;
THBI009JA;JA;Why you! Of course it's me!;
THBI010RA;RA;Well it's time to hang up the cape, Tubs, because your days of terrorizing the theater as the Phantom are over.;
THBI011JA;JA;Maybe as the Phantom, but he's nothing compared to the full, destructive force of an angry critic! Ha ha ha!;
THBI012RA;RA;Hmm. How can I say this and still sound cool... sticks and stones may break my bones but words will never hurt me?;
THBI013JA;JA;Well then!;
THBI014JA;JA;How 'bout these? Wahahahahaha!;
THFP000BE;BE;Look alive, people! Bonita Soleil is about to take the stage!;
THFP001BE;BE;Flower girls in position one. And... ACTION!;
THFP002SF;SF;Tonight I will be playing the part of Gloria Von Gouton, the famous actress!;
THFP003HF;HF;In this nostalgic memory of her breakthrough role in the smash hit musical...;
THFP004FF;FF;"Sunshine Shenanigans!";
THFP005SF;SF;Yay! Wooo!;
THFP008PT;PT;Heh heh heh.;
THFP009SF;SF;Oh, I do so hope that my mother is proud of me!;
THFP010BE;BE;Not again!;
THFP011FF;FF;The Phantom!;
THFP012JA;JA;I've seen some bad plays in my day, but this one's an actual menace. And it's all HER fault.;
THFP013JA;JA;It's her bad acting that makes the Phantom strike!;
THFP015BT;BT;Boo hoo hoo!;
THFP016JA;JA;This time, I'm going to file a formal complaint and get this theater shut down! ;
THFP017BE;BE;Great. Well, I'm off to go kill myself. ;
THFP018RA;RA;You know, you could be a more constructive critic.;
THFP019JA;JA;Kid, if you want to see a GOOD play, come talk to me. I've got a script here that will knock 'em dead, I promise.;
THAA000BE;BE;CUT! ;
THAA001BE;BE;Hey! Kid! Can't you see I'm trying to produce a play here?;
THAA002RA;RA;Uh... no.;
THAA003BE;BE;Oh god!;
THAA004BE;BE;Even a child can see I've lost control of this production! ;
THAA005BE;BE;Okay, Becky, get a grip...;
THAA006RA;RA;Child? ;
THAA007BE;BE;Look, kid, it wasn't always like this! We used to have a hit show on our hands! Everybody loved us!;
THAA008BE;BE;But then our big star, Bonita Soleil, got stage fright and locked herself in her dressing room!;
THAA009BE;BE;So now we're stuck flipping between "Sunshine Shenanigans" and "The Horror of Hagatha Home!";
THAA010JA;JA;Which is like flipping between a root canal and a sharp stick in the eye!;
THAA011BE;BE;Just ignore Jasper. He's just a critic, who happens to be right.;
THAA012RA;RA;I'll go talk to Bonita. I'm sure all she needs is a little pep talk. ;
THAA013JA;JA;That, and acting lessons.;
THAA014BE;BE;If you can get Bonita to take the stage again, then you're the star of my show, kid.;
THAD000BE;BE;Hey, what's this? A new script?;
THAD001BE;BE;"Knight of Joy?";
THAD002BE;BE;Weird. It smells like popcorn. And it doesn't say which set to play it on...;
THAD003BE;BE;Oh well. We'll just play it on whatever's on stage. I mean, what could POSSIBLY go wrong?;
THAD004BE;BE;Here. You can be my first A.D.;
THAD005BE;BE;Use the megaphone if you want to run the play again.;
THAD006BE;BE;Okay! New script everybody! Let's practice!;
THAD007BE;BE;Aaaand action!;
THAD008BE;BE;Oh, another script!;
THAD009BE;BE;"The Day the Mail Boat Finally Came.";
THAD010BE;BE;Uh-oh.;
THAD011BE;BE;Prop department? I'm going to need a boat on stage right away.;
THAD012BE;BE;Okay, people! Places everyone!;
THAD013BE;BE;"Goodbye Hagatha Home.";
THAD014BE;BE;Hey, I--I think this is the one with the--;
THAD015BE;BE;Hey, props. Is that hot air balloon still working?;
THAD016BE;BE;Let's hustle people! It's show time!;
THAD017BE;BE;That means you too, kid. You gotta hustle onto that balloon if you want to get up to the catwalks.;
THAB000BE;BE;I have GOT to get control over this production!;
THAB001BE;BE;If only Bonita would come out here and do her thing.;
THAB002BE;BE;Okay, Becky. Get a grip!;
THAB003BE;BE;A-hoo hoo hoo!;
THAB004BE;BE;I am NOT crying.;
THAB005BE;BE;God. ;
THAB006BE;BE;Okay. Okay. Okay.;
THAB007RA;RA;Everything under control there, Becky?;
THAB008RA;RA;Everything okay there Becky?;
THAB009BE;BE;Ah! Why did you say that? What have you heard?;
THAB011BE;BE;You get Bonita Soleil to perform again, and everything will be GREAT.;
THAB012BE;BE;Her dressing room is behind the stage to the right, at the end of the hall.;
THAB013RA;RA;Hey, you said that if Bonita performed, everything would be okay.;
THAB014BE;BE;Okay, so I left out the part about the deadly Phantom. I thought you'd chicken out!;
THAB015RA;RA;Ma'am. I'm a Psychonaut. Just show me how to get up to those catwalks he hides out in and--;
THAB016BE;BE;Sorry. No way up there.;
THAB017BE;BE;Well, there was this ONE play...;
THAB018BE;BE;We would lower this prop hot air balloon down from the catwalks, and then pull it back up again...;
THAB019BE;BE;But I think one of the actors lost the script somewhere.;
THAB020BE;BE;If you find it--or any other play for crying out loud--just bring it to me and I'll run the actors through it.;
THAB021BE;BE;We're so desperate for new material around here!;
THAB022RA;RA;So how do I get up to the catwalks? ;
THAB023BE;BE;Bring me all the scripts you find, and maybe one of them will bring that hot air balloon down.;
THAB024BE;BE;...if you play it on the right set.;
THAB025RA;RA;Those catwalks sucked. Why did I ever want to go up there?;
THAB026BE;BE;To fight the Phantom and save the theater?;
THAB027RA;RA;Oh yeah!;
THAE000RA;RA;Becky, can we see the "Knight of Joy" again?;
THAE001BE;BE;Yeah, that one could use a little work.;
THAE002RA;RA;"The Day the Mail Boat Finally Came" needs another run-through, I think.;
THAE003RA;RA;Let's do "Goodbye Hagatha Home" once more, okay?;
THAE004RA;RA;Doing a great job, Becky!;
THAE005BE;BE;Aw!;
THAF000BE;BE;Hey, whoa, whoa, whoa, whoa, CAREFUL!;
THAF001BE;BE;That's the manual mood override. That's how we set the right mood for the play. ;
THAF002BE;BE;Mess with that, we'll have happy plays on sad sets, sad plays on happy sets…;
THAF003BE;BE;Total chaos. Or worse--IMPROV.;
THAF004BE;BE;So whatever you do...;
THAF005BE;BE;Don't mess with the manual mood override unless you want to see some strange stuff happen!;
THAG000SF;SF;Oh, who would have thought that I, Gloria Von Gouton, would be starring in my own Broadway musical at such a young age?;
THAG001SF;SF;I hope my mother is proud of me. Well, here it goes!;
THAH000SF;SF;Oh, my dear Mother! Do you not love my new seaside mansion, bought with a fraction of the wealth my overnight success has given to me?;
THAH001FF;FF;Yes, Gloria, my daughter. I only live to make you happy.;
THAH002SF;SF;We are so lucky to be together again so that I could share it all with you, and also that you are not even jealous of my youth and fame, though my star has risen so much faster and grown so much bigger than that of yours, which has so quickly faded!;
THAH003FF;FF;Yes.  ;
THAH004SF;SF;I love sharing my wealth and fame with you dear mother.;
THAH005FF;FF;Yes. And I am so glad that you remember that you owe it all to me.;
THAI000SF;SF;Goodbye my previously dear mother! I flee now to Europe to escape your insane jealousy over my amazing career.;
THAI001FF;FF;Please do not leave me, Gloria my daughter! Go now and I shall do something unto myself both drastic and traumatizing to you emotionally!;
THAI002SF;SF;Care, I do not, for you sicken me with disgust. Adieu, ma mère. Adieu.;
THAI003FF;FF;Daughter please do not run off to Europe to escape my jealous wrath, or I will surely kill unto myself to the death.;
THAI004SF;SF;Break a leg, mother!;
THAJ000HT;HT;Bwah-ha-ha! Welcome to Hagatha Home School for Girls, where you will begin your long and painful training in the theatrical disciplines. Bwah-ha-ha.;
THAJ001ST;ST;But I don't want to study theater! I want my mom to come take me home right now!;
THAJ002FT;FT;Your mom has a career and a boyfriend to think about. She doesn't have time for an ugly little girl like you.;
THAJ004HT;HT;There is nothing more tedious than the tears of an unlovable child.;
THAJ005FT;FT;It's time to suffer for your art!;
THAJ006ST;ST;Oh when will my mother come and rescue me from the cruel training of Hagatha Home?;
THAJ007HT;HT;Bwah ha ha!;
THAJ008FT;FT;Never!;
THAK000ST;ST;Wherefore art thou, O elusive mail boat? How I yearn for the shores of my loneliness to be creased by your sturdy keel!;
THAK001FT;FT;The mail boat ain't comin' for you, girly!;
THAK002HT;HT;The mail boat may never come, but I think I see the mail TRAIN approacheth through yon tunnel!;
THAK003ST;ST;Mail train? Yay! Surely, it bears to me a letter from my dear mother who abandoned me at this school for girls so long ago!;
THAK004ST;ST;A dragon? Ahhhh!;
THAK005HT;HT;Ha ha ha! 'Tis a dragon indeed. You have been fooled and burned.;
THAK006FT;FT;Outstanding!;
THAK007ST;ST;Oh, mail boat, mail boat, come and make my heart float!;
THAK008FT;FT;Won't someone kill this bleating goat?;
THAK009HT;HT;Let's throw this sad sack in the moat!;
THAK010HT;HT;HA HA HA!;
THAL000FT;FT;Pray tell me, my shady manager and rumored lover, must I truly ship my only daughter Gloria off to Hagatha Home School for Girls?;
THAL001HT;HT;Yes, and immediately, before she ruins our career. I mean your career.;
THAL002ST;ST;No! Never shall I go!;
THAL003FT;FT;Worry not, baby daughter, for I every day shall write to you.;
THAL004HT;HT;Yes. And I shall mail the letters myself. Personally. Bwah ha!;
THAL005ST;ST;Good bye!;
THAL006FT;FT;Good journey!;
THAL007HT;HT;Good riddance!;
THAM000SF;SF;Mother, Mother, tell me true of the dad I never knew.;
THAM001FF;FF;He was brave in thought and deed. Can't you hear his mighty steed?;
THAM002SF;SF;Wooooow.;
THAN002FT;FT;Yeah, just ride on by Sir Deadbeat Dad. Don't hang around to help raise your poor daughter.;
THAN003ST;ST;Jerk.;
THAO000SF;SF;Daddy?;
THAP000ST;ST;My father has nobly smoten the beast to his own death! He is a hero!;
THAP001FT;FT;Yay, and for the record, not a bad kisser.;
THAQ000SF;SF;It was more exciting the first time.;
THAQ001FF;FF;It always is, honey.;
THAR000SF;SF;Gasp!;
THAR001FF;FF;Yes, though you would never think, the thing that killed him was the drink.;
THAS000SF;SF;Ah-ha ha ha ha ha ha ha ha!;
THAS001FF;FF;Ah-ha ha ha ha ha ha ha ha!;
THAS002SF;SF;Idiot.;
THAT000SF;SF;I say, I believe I do see the mail boat approaching!;
THAT001SF;SF;I SAID, I BELIEVE I DO see the MAIL BOAT APPROACHING!;
THAT002SF;SF;Uh, I wonder what is taking the mail boat so long to get here, after I clearly declared that I have seen it approaching?;
THAT003HF;HF;We can't find the wheels for the boat!;
THAT004FF;FF;We're SUPPOSED to have water for the boat to float on.;
THAT005SF;SF;I swear I can't work like this. ;
THAT006FF;FF;Seriously. I'm calling my agent.;
THAU002ST;ST;Hm, I wonder if the captain of the boat wants to get beat up, and maybe that's why he's taking so long to bring it on stage?;
THAU003HT;HT;Somebody come help me drag this thing!;
THAU004FT;FT;Drag?? No way.;
THAU005ST;ST;Oh look. The mail boat sank and everybody died. The end!;
THAV000SF;SF;Ah, 'twas never a vessel more beautiful and resplendified.;
