id;character;origin_dialogue;translated_dialogue
NIAB010RA;RA;The weak spot, I mean.;
NIAB011RA;RA;Probably, hidden on, like, the bottom.;
NIAB014RA;RA;Man, I am so smart.;
NIAC004RA;RA;Uh-oh.;
NIAC006RA;RA;No, I'll figure it out.;
NIAC008SA;SA;Razputin, tell me what is happening.;
NIAC009RA;RA;Well, I'm kind of stuck in a little, white space.;
NIAC010SA;SA;Hm. How little?;
NIAC011RA;RA;Really little.;
NIAC013SA;SA;Do you feel trapped?;
NIAC014RA;RA;No...;
NIAC015SA;SA;Confined?;
NIAC016RA;RA;No.;
NIAC017SA;SA;Smothered like you're buried alive?;
NIAC018RA;RA;NO! Aaack! Get me out of here.;
NIAC019SA;SA;Can you find your way out?;
NIAC020RA;RA;I can't see anything.;
NIAC022SA;SA;Can you fight your way out?;
NIAC023RA;RA;Huh?;
NIAC025SA;SA;Strike out with your psychic fist, Razputin, but carefully.;
NIAC028SA;SA;Punch your way out, Razputin!;
NIAC029SA;SA;Now! Hurry!;
NIAC030SA;SA;This test is costing the taxpayers a lot of money!;
NIAC032RA;RA;Ah-ha!;
NIAC034SA;SA;Keep punching Razputin!;
NIAD002RA;RA;Don't worry, Dogen. I'm coming up there to save you!;
NIAD003SA;SA;What is wrong, Razputin?;
NIAD004RA;RA;No time to explain, Sasha. I gotta climb this spooky thorn tower.;
NIAD006RA;RA;Argh! There's no way to get any higher!;
NIAD007SA;SA;You must use your Levitation power.;
NIAD008RA;RA;I don't know how to levitate...;
NIAA000RA;RA;Okay, what the hell was that???;
NIAA001RA;RA;I'm seeing some crazy stuff in here, Sasha. This can't be right.;
NIAA002SA;SA;Ach.  Why did I buy the CHEAP Brain Tumbler?;
NIAE000RA;RA;Hey, where'd it go? Don't tell me I imagined that whole thing?;
NIAF000RA;RA;You are my own creation! I command you to stop!;
NIAF001RA;RA;Dang, does that EVER work?;
NIAG000RA;RA;Soft, gelatinous underbelly, here I come.;
NIAG001RA;RA;Ahh! Confusion... grenade...;
NIAG002RA;RA;so... dizzy... who... am I?;
NIAG003RA;RA;Ah! Target lock! ;
NIAG004RA;RA;Gotta hide behind something!;
NIZF000TO;TO;Press /YButton/ to open the hatch.;
NIZZ000TO;TO;ALL MINE;
