id;character;origin_dialogue;translated_dialogue
LLLV005RA;RA;Oh.;
LLLV006LF;LF;The creature whose spirit was once enslaved by the evil one.;
LLLV007LF;LF;You have unchained my soul, and now I shall repay you, powerful human child!;
LLLV008RA;RA;Oh, uh... great! Well okay, show me what you did to my friend Lili!;
LLLV009LF;LF;By the drowned spirit of Oblongata, it is done!;
LLLV010RA;RA;Ah--;
MMDD008BO;BO;GRAAAAAA!;
SAIN008SA;SA;No, as firepower!;
SAIN010SA;SA;Ahhh, oh, so tacky... I… can't... look... directly at it!;
GLRA001RA;RA;giggle;
GLRA007RA;RA;Uh-oof.;
GLRA008RA;RA;Yuh-uhf.;
GLRA009RA;RA;Oah;
GLRA011RA;RA;Ohh;
GLRA012RA;RA;D'oh;
GLRA013RA;RA;D'oh!;
GLRA030RA;RA;Who's the man!;
GLRA031RA;RA;sigh;
GLRA035RA;RA;Here we go again.;
GLRA036RA;RA;Oh boy!;
GLRA037RA;RA;Sheesh!;
GLRA038RA;RA;electrocution reaction;
GLEB000RA;RA;This guy needs a Duffle Bag Tag.;
GLEB001RA;RA;This Hat Box needs a Hat Box Tag.;
GLEB002RA;RA;I need the Purse Tag here.;
GLEB003RA;RA;I need the Steamer Trunk Tag for this guy.;
GLEB004RA;RA;Suitcase Tag.  That's what I need here.;
ASAH000LF;LF;What's going on! What's that sound?;
ASAH001SH;SH;Oh the insane asylum just blew up. But don't worry. Mr. Pokeylope helped me save all the brains before it fell down.;
ASAH002LF;LF;Mr. Pokeylope?;
ASAH003LF;LF;Sam? Is that you? It's me, Linda. From the lake?;
ASAH004PL;PL;Linda. I haven't seen you in ages. You look so... different.;
ASAH005LF;LF;Uh, yeah. I've put on a little weight.;
ASAH006PL;PL;Ah, you know I don't mind that onnnnne bit.;
ASAH007LF;LF;Oh, Sam. You haven't changed at all!;
ASAH008LF;LF;Ah ha ha!;
FINI000CO;CO;And so, that brings us to the end.;
FINI001CO;CO;Where, as you can clearly see, the personal demons causing my negative behavior have all been eradicated, leaving me sane once again.;
FINI002CO;CO;This is also corroborated in CAT scan number three, on page fifty-nine of your handouts.;
FINI003CO;CO;On a personal note, I would just like to reiterate how extremely, extremely sorry I am for stealing all of your brains, and trying to take over the world.;
FINI004CO;CO;Mistakes have been made.;
FINI005CO;CO;But this camp is all about education, and I know I, for one, learned plenty.;
FINI006CO;CO;Thanks to that guy right there. Come on up here, Raz!;
FINI007FO;FO;We endeavor to build strong minds here, with the power to lift things, to see things, to burn things.;
FINI008FO;FO;But it's a special quality of your heart, not your mind, that truly makes a great Psychonaut.;
FINI009FO;FO;This young man has it.;
FINI010FO;FO;We did not give it to him. ;
FINI011FO;FO;He got it from someone else, long before he came here.;
FINI012FO;FO;But we CAN give him this, to honor his mind, his courage, and his heart.;
FINI013FO;FO;Son, we do not normally ask this of someone so young, but it is obvious to us all that you are not average.;
FINI014FO;FO;Will you join us, Razputin?;
FINI015FO;FO;Will you be... a Psychonaut?;
FINI016LI;LI;Okay, let's be perfectly clear about this. That was the best summer of my whole entire life.;
FINI017RA;RA;Hey, the summer's not over yet! We can hang out for a couple of weeks still.;
FINI018LI;LI;My family's out on the East Coast. Where's yours?;
FINI019RA;RA;They move around a lot.;
FINI020LI;LI;Hm...;
FINI021LI;LI;Well, you'd better go. Your dad's waiting for you.;
FINI022RA;RA;Um, well--;
FINI023LI;LI;Bye.;
FINI024SA;SA;Children, it's an emergency. There's been another kidnapping!;
FINI025CO;CO;I was here the whole time. You saw me.;
FINI026SA;SA;No, this time we know who it is, and that's what scares us.;
FINI027RA;RA;Who was kidnapped?;
FINI028MI;MI;Truman Zanotto, the Grand Head of the Psychonauts.;
FINI029LI;LI;Dad?;
FINI030SA;SA;Sir, can you teleport this many of us back to headquarters?;
FINI031FO;FO;Hey, what are you people doing in my kitchen? Now git!;
FINI032CO;CO;Guess we're taking the jet.;
FINI033MI;MI;Don't worry about your dad, darling. We'll get him back.;
FINI034SA;SA;Yes, after all, we'll have Razputin helping us.;
FINI035RA;RA;I'm going?;
FINI036SA;SA;Now how could we do this without our anti-kidnapping specialist?;
FINI039GD;GD;I've taught you everything I can, Son. ;
FINI040GD;GD;Now you go show them. Show them all.;
FINI042RA;RA;Let's go.;
GLZH022TO;TO;No merit badges;
GLZG025TO;TO;Good news! You have enough PSI Cards /PsiCard/ to build a new PSI Challenge Marker! /Marker/ Just buy a PSI Core /PsiCore/ at the Camp Store and bring it to Ford Cruller /FordNinja/ so he can make you one!;
GLZG026TO;TO;Congratulations! You found a loose PSI Card! [image of card] Collect nine of these and you can build a PSI Challenge Marker [image of marker] out of them, but you'll need to get a PSI Core [image of core] from the Camp Store, and a little help from Ford Cruller. [image of ninja Ford];
GLZG027TO;TO;You just found a PSI Challenge Marker! /Marker/ Every time you find one of these, your PSI Cadet Rank goes up! Rank up enough and you'll get more PSI powers!;
GLZH023TO;TO;...yet!;
GLRA000RA;RA;Hm. I'm not getting anything. I must be out of range or something.;
CAEM003BZ;BZ;Ah-ha-ha-ha!;
GLAA000RA;RA;Man, these things smell terrible. Am I sure I want to do this?;
GLAA001RA;RA;Yes, I want to go back to the real world that badly.;
GLAA002RA;RA;No, I think I'll stay in this mind for a while longer.;
GLAA003RA;RA;I don't want to crack open these Smelling Salts unless I'm in a mental world, and I REALLY want to get out. They smell pretty bad.;
GLZG028TO;TO;Your first figment!;
GLZG029TO;TO;Collect 100 figment points and you'll be promoted! If you get promoted to a high enough rank, you will earn new Psychic Abilities!;
GLZG030TO;TO;You can look at all the figments you've collected in your JOURNAL /Journal/;
GLZG031TO;TO;Your first Arrowhead! /Arrowhead/  Arrowheads are made of Psitanium, a rare psychoreactive mineral, which makes them very valuable. You can use Arrowheads to buy items at the camp store and other places you find.;
GLZB013TO;TO;Dream Fluff;
GLZB014TO;TO;PSI Core;
GLZB015TO;TO;Cobweb Duster;
GLZB016TO;TO;Dowsing Rod;
GLZB017TO;TO;PSI Energy Colorizer;
GLZH001TO;TO;Oleander's Pride;
GLZH002TO;TO;Oleander's Shame;
GLZH003TO;TO;Milla's Adventures!;
GLZH004TO;TO;Milla's Children;
GLZH005TO;TO;Sasha's First Loss;
GLZH006TO;TO;Sasha's Second Sight;
GLZH007TO;TO;Edgar's Lament;
GLZH008TO;TO;Edgar's Love;
GLZH009TO;TO;Boyd: Fired Again!;
GLZH010TO;TO;Boyd: Hired Again!;
GLZH011TO;TO;Gloria's Cruel Training;
GLZH012TO;TO;Gloria's Fallen Star;
GLZH013TO;TO;Lungfish and Loboto;
GLZH014TO;TO;Lungfishopolis Under Siege!;
GLZH015TO;TO;Razputin's Getaway;
GLZH016TO;TO;The World Shall Taste my Eggs!;
GLZH000TO;TO;Fred vs. Crispin;
GLZH017TO;TO;Fred vs. Napoleon;
GLZH018TO;TO;The Big Top;
GLRA044RA;RA;Ugh!;
GLGO000VE;VE;Hee hee hee!;
GLGO007MH;MH;Ho ho ho.;
GLGO010CM;CM;HEE HEE HEE HEE HEE!;
GLGO012JT;JT;Heh. Tarnation!;
GLGO013CP;CP;Ha ha ha.;
GLGO014CH;CH;Hmm. Interesting sensation.;
GLGO015BZ;BZ;Ah! Ahhhhh!;
GLGO016BN;BN;Hey, quit it!;
GLGO017EF;EF;Hee hee.;
GLGO020SA;SA;Razputin, please. Germs. ;
GLGO021SA;SA;Uh... Germs...;
GLGO023MI;MI;Uh... heh... Heh heh…;
GLGO024FO;FO;Ooh, ha ha ha!;
GLGO025CO;CO;Heh. Knock it off.;
GLGO026GL;GL;Ooooh hoo hoo!;
GLGO029CR;CR;Woo hoo ha ha hahaha!;
GLGO031RA;RA;Hey, can we talk about this friendship bracelet?;
GLGO032LI;LI;No. It's embarrassing enough that I made it. Just put it away and shut up.;
GLGO033RA;RA;Hm. I don't think I want to put this bracelet on just yet. I think Lili and I need to talk about our relationship first.;
GLGO034RA;RA;I don't want to show anyone this bracelet. People will think we're totally boyfriend-girlfriend.;
GLGO035RA;RA;I'd like you to meet Mr. Pokeylope.;
GLGO036RA;RA;No, I can't mess around with Mr. Pokeylope. I've got to give him back to Sheegor right away!;
GLGO037RA;RA;Don't worry, Mr. Pokeylope. I'll get you back to Sheegor right away.;
GLGO038RA;RA;This is that button Sasha gave me. It's a clue to the location of his secret lab.;
GLGO039RA;RA;No, I don't want to lose this button. I might not get into Sasha's secret lab without it.;
GLGO040QU;QU;Hey, that's a pretty sweet sound there homey. Why don't you come jam with us some time?;
GLGO041PH;PH;Wooo! Lake whistle solo!;
GLGO042JT;JT;Now that's the darndest harmonica I ever heard. That could be just the sound to take this band in the prog-rock direction I was hoping for.;
GLGO043CP;CP;Hmmm. A horn section might be just what we need.;
GLGO044LO;LO;Sheegor, please! Open a window if you're going to do that.;
GLGO045RA;RA;I think I have to be closer to the shore for Linda to hear it. ;
GLGO046RA;RA;I'm not going to wear my costume here. People will think I'm crazy!;
GLGO047RA;RA;Man, I can see why Pokeylope loves this cake. It looks so moist and delicious.;
GLGO048RA;RA;Come on Mr. Pokeylope. Come and get your cake!;
GLGO049RA;RA;Hey, would you mind if I just ate this cake myself?;
GLGO050RA;RA;Hey, Sasha. Wake up! Cake!;
GLGO051RA;RA;Come on, Brainless Milla. Time to blow out the candles!;
GLGO052RA;RA;Hey, if I shoved this cake in your face right now, you wouldn't be able to do anything as revenge.;
GLGO053LI;LI;Not right away, no. But a revenge that painful would take lots of planning anyway.;
GLGO054RA;RA;Hmmm. I'm not picking up anything. Must not be any deep arrowheads nearby.;
GLGO055RA;RA;Got it!;
GLGO056RA;RA;I can't wait to use Sasha's Psychic Portal Door and jump inside someone's head!;
GLGO057RA;RA;...for the good of the mission I mean.;
GLGO058RA;RA;No brain there to enter!;
GLZG024TO;TO;In accordance with Section 3, Paragraph 1 of the "Young Minds Protection Act," any device created for the purpose of invasive psychic procedure must have built-in safeguards which make its use upon anyone under the age of eighteen (18) impossible.;
GLGO060RA;RA;Darn.;
GLAB000RA;RA;Ohhh-oooh...;
GLAC000FO;FO;Now don't pull that out while I'm physically near by, or I'm telling you I'm gonna eat it!;
GLAD000FO;FO;Mmmmm, Bacon!;
GLAD001FO;FO;There's that smell again.;
GLAD002FO;FO;Deeeelicious.;
GLAD003FO;FO;Hey, why don't you just take a little nibble of that and see if I can taste it too?;
GLAD004FO;FO;Okay, what's the situation?;
GLAD005FO;FO;Ahem.;
GLAE000RA;RA;Agent Cruller. Do you have any advice on the current situation?;
GLAE001RA;RA;I need to regroup back at HQ.;
GLAE002FO;FO;Affirmative. Prepare for extraction.;
GLAE003FO;FO;Talk to me when you want me to put you back where you were.;
GLAE004FO;FO;Now don't wander off too far or I'll forget, and you'll have to go back there yourself.;
GLAE005RA;RA;Need your analysis on a hostile.;
GLAE006FO;FO;What kind?;
GLAE007RA;RA;Can I change the color of my Levitation Ball?;
GLAE008FO;FO;Like, say... to what?;
GLAE009RA;RA;Nothing more to report at this time.;
GLAE010FO;FO;Cruller out.;
GLAF000RA;RA;Have you ever seen a plant with eyes and teeth?;
GLAF001FO;FO;Oh, yeah. The kind that's impervious to attack when it's curled up? Hate those.;
GLAF002FO;FO;You gotta walk up just close enough to wake them up, and then PSI Blast 'em, real quick!;
GLAF003RA;RA;How do you fight censors?;
GLAF004FO;FO;Ah, anything works on those guys. You can punch 'em, PSI Blast 'em...;
GLAF005FO;FO;It's fun to set fire to them or confuse 'em too. Heh heh heh.;
GLAF006FO;FO;Pick 'em up with TK and throw 'em. Make yourself invisible and sneak up on them.;
GLAF007FO;FO;Lotsa fun, those guys.;
GLAF008RA;RA;What about those censors that shoot stuff?;
GLAF009FO;FO;Oh, you gotta grab those guys with your Mental Focus Lock, then you can jump left or right to avoid their shots, while PSI Blasting them from a distance.;
GLAF010RA;RA;What about the really big, burly censors?;
GLAF011FO;FO;It's best if they can't see you, so go invisible when they come around.;
GLAF012FO;FO;Or burn them, or hit them with a confusion grenade if you're going for entertainment value.;
GLAF013RA;RA;What if there's, like, a million, tiny censors. All over you?;
GLAF014FO;FO;Ah, the Palm Bomb! Just jump up in the air and then punch!;
GLAF015FO;FO;You'll come down so hard those little guys just pop like popcorn!;
GLAF016RA;RA;Have you ever been grabbed by a sucker fish?;
GLAF017FO;FO;Oh, they can give you a nasty hickey. But if you jump twice and spin, you might be able to shake them off a little quicker.;
GLAF018RA;RA;The crayfish in the lake are bigger than what we got back home.;
GLAF019FO;FO;That's the Psitanium in the water. Makes a lot of the animals around here a little different.;
GLAF020FO;FO;At least those crayfish are fun to punch!;
GLAF021RA;RA;Have you ever been confused by a rat?;
GLAF022FO;FO;All the time, until I figured out that if you firestart them, they don't set off a cloud of confusion.;
GLAF023RA;RA;In Lungfishopolis, I'm really big, but there are these tanks...;
GLAF024FO;FO;Do what any self-respecting monster would do!;
GLAF025FO;FO;Pick 'em up! Throw them at something! Boom!;
GLAF026FO;FO;Ha! But if you're surrounded, don't forget your shield. And try to time it right.;
GLAF027RA;RA;Airplanes can be a pain, can't they?;
GLAF028FO;FO;Well you gotta shield until you see an opening, and then PSI Blast 'em out of the sky!;
GLAF029RA;RA;Were you watching those Electro Trucks?;
GLAF030FO;FO;Yeah, RUN AWAY. That's my advice there. PSI Blast them from a distance, or run around the side of them and smack them with your monster claw.;
GLAF031RA;RA;What about a really big turret with shots you couldn't dodge?;
GLAF032FO;FO;Shield! After your enemy takes a shot, advance. When you see them about to shoot again, shield up! Get real close that way, and you can take any shot you want.;
GLAF033RA;RA;Did you know that this camp has a bear problem? ;
GLAF034FO;FO;Oh, not just any bears, but bears that have been mutated by Psitanium.;
GLAF035FO;FO;Now they know Telekinesis!;
GLAF036FO;FO;When you see that TK claw come out you have to dodge it quick.;
GLAF037FO;FO;And PSI Blast those bears from a distance, or set their tails on fire.;
GLAF038RA;RA;What do you do when you hear a cougar?;
GLAF039FO;FO;Go invisible quick. Those mutant PSI cougars can firestart at quite a distance, but they can't burn what they can't see.;
GLAF040FO;FO;And also, if you pick them up with TK you can actually distract them for a little bit, and use that to your advantage.;
GLAF041RA;RA;What about those creepy guys who pull you under ground?;
GLAF042FO;FO;Oh, be careful with people's nightmares, son.;
GLAF043FO;FO;They'll pull you into their nightmare world and never let go.;
GLAF044FO;FO;You gotta feed them some of their own medicine. ;
GLAF045FO;FO;Avoid their grab attacks and try to hurt them to the point that they split open.;
GLAF046FO;FO;And then grab any chunks of their victims that you can find--use TK to throw them into the gaping hole and that should choke up its system.;
GLAF047FO;FO;When it turns to glass you can shatter it with one good punch.;
GLAF048RA;RA;I've got these little thistle girls attacking me.;
GLAF049FO;FO;They're only invulnerable when they're spinning, but if you can't wait, try fire.;
GLAF050RA;RA;These hell-hounds keep setting me on fire.;
GLAF051FO;FO;Now, if a dog did that to me, I'd shoot it. From a distance. With my PSI Blast.;
GLAF052RA;RA;There are these mean little Harpies in Gloria's mind…;
GLAF053FO;FO;Shoot! Shoot 'em. Blast them in the head. We're trying to save the world here, not start an aviary!;
GLAF054RA;RA;How would you kill a really big walking snail with a cannon?;
GLAF055FO;FO;Well, remember you can tumble fast when you're using your mental focus...;
GLAF056FO;FO;That should help you avoid their cannonballs.;
GLAF057FO;FO;And when you get up close, punch them, and when they're all sealed up like a pill bug...;
GLAF058FO;FO;Light the fuse on their head and see what happens when that cannon goes off inside their armor.;
GLAF059FO;FO;And when you're tired of that, pick them up with TK and throw them in the water. Snails can't swim! Hee hee!;
GLAF060RA;RA;That Tiger wrestler's got a mean pounce.;
GLAF061FO;FO;Yeah, but it's not so mean if you shield at the right moment.;
GLAF062FO;FO;And if you're invisible then he's just out of luck.;
GLAF063RA;RA;The Dragon wrestler has this roar that glues me to the floor.;
GLAF064FO;FO;That's the thing. You gotta be off the floor when that happens. As soon as he starts to let out a roar, you jump as high as you can and PSI Float. Then he can't get you.;
GLAF065RA;RA;Two words: Ca-caw.;
GLAF066FO;FO;Well, I mean. That's really one word isn't it?;
GLAF067RA;RA;How are you spelling it?;
GLAF068FO;FO;C-a-hyphen-c-a-w.;
GLAF069RA;RA;Oh, well if you're going to use a hyphen, I mean--;
GLAF070FO;FO;It's a hyphenated word. One, hyphenated word. Like, um, half-wit.;
GLAF071RA;RA;Look, are you--;
GLAF072FO;FO;Watch his shadow, and when you see him coming down, turn on your shield for a real back-breaking landing.;
GLAF073RA;RA;Back hyphen breaking. Two words.;
GLAF074RA;RA;That Cobra wrestler resists attacks.;
GLAF075FO;FO;Yeah, that concentration yap he's giving don't mean a thing if you can hit him with a nice confusion grenade. While he's trying to remember his name, he's vulnerable.;
GLAF076RA;RA;How do I kill that armless guy with the swords in his mouth?;
GLAF077FO;FO;Ah youth. I remember the first time I asked that very question.;
GLAF078FO;FO;You can't kill something like that. But you might be able to use his weapons to your own advantage.;
GLAF079FO;FO;Once his swords go into the wall, I'll bet you could swing on them in that way you do so well.;
GLAF080RA;RA;Hellish bunnies spewed forth from meat grinders? Ring a bell?;
GLAF081FO;FO;At this point, I just say beat the heck out of em. Something like that shouldn't even exist!;
GLAF082RA;RA;You've been very helpful. That's all I need.;
GLAF083FO;FO;Good luck!;
GLAG000FO;FO;This would be a good place to be on your ball.;
GLAG001FO;FO;PSI Blast!;
GLAG002FO;FO;PSI Floating would help here.;
GLAG003FO;FO;Punch!;
GLAG004FO;FO;Palm Bomb!;
GLAG005FO;FO;Your ten-year-old mind can set fires. And I have to tell you to do that?;
GLAG006FO;FO;I would use Telekinesis here.;
GLAG007FO;FO;It never hurts, in situations like this, to be invisible.;
GLAG008FO;FO;Don't forget your shield! It's a real life saver!;
GLAG009FO;FO;Mental focus!;
GLAG010FO;FO;Clairvoyance can help you see what other people, animals, or things can see.;
GLAG011FO;FO;Why don't you confuse 'em? Just for laughs!;
GLAG012FO;FO;Your enemies can't kill what they can't see.;
GLAG013FO;FO;Have you considered setting fire to everything?;
GLAG014FO;FO;Keeping your target locked will enable you to focus your powers better, and perform better evasive maneuvers!;
GLAG015FO;FO;Why fight someone when you can confuse them from a distance and let them fight themselves?;
GLAH000FO;FO;Hope that makes you feel pretty.;
GLAI000FO;FO;Well, if you're up for some experimental training, you should go see Sasha in his lab, under the GPC. Should be marked on your map.;
GLAI001FO;FO;Looks like you need some better firepower. Better come see me in my lab for your Marksmanship Merit Badge.;
GLAI002FO;FO;Go take Sasha's marksmanship training! Why else did I give you that learner's permit?;
GLAI003FO;FO;Well, now that your mind is a deadly weapon, why not go teach that garbage-spitter a lesson.;
GLAI004FO;FO;The one in your vision. Not Sasha.;
GLAI005FO;FO;Well it is about time you got some Levitation instruction.;
GLAI006FO;FO;Go take a canoe out to see Agent Vodello. She's teaching class right now.;
GLAI007FO;FO;I'm a little worried about your foil-headed friend. Now he's not alone!;
GLAI008RA;RA;What do  you mean?;
GLAI009FO;FO;I mean more and more kids are acting just like him. Sitting inside on such a nice day, watching TV up in the lodge.;
GLAI010FO;FO;I'm afraid something very wrong is going on.;
GLAI011FO;FO;Better get back to that vision you had in the Brain Tumbler, and use your Levitation to get a closer look.;
GLAI012FO;FO;Why are you just standing here when you should be running down to the lake to make sure your girlfriend isn't being kidnapped by the monster that lives in the water?;
GLAI013RA;RA;Hey, we are just good friends.;
GLAI014FO;FO;Oh, well. That changes everything. Just let her get eaten then.;
GLAI015FO;FO;Get to the end of the docks and get in that bathysphere quick! Before that fish gets away!;
GLAJ000FO;FO;Dodge that garbage it's spitting out!;
GLAJ001FO;FO;And when it's sucking it back up, bust open one of those nail boxes and see how it likes the taste of those!;
GLAJ002FO;FO;Take that little door you found in Sasha's lab and use it on the monster.;
GLAJ003FO;FO;We have to get in it's head if we're going to find out where it took the girl!;
GLAJ004FO;FO;We have to get back to the other side of the lake. That's where Oleander took the girl.;
GLAJ005FO;FO;We're by the old, abandoned insane asylum. I'll bet Oleander has his headquarters up inside.;
GLAJ006FO;FO;And keep your eyes peeled for stolen brains.;
GLAJ007FO;FO;The thief might have dropped some along the way.;
GLAJ008FO;FO;I'll bet those crows can see where some of them are...;
GLAJ009FO;FO;Go into this guard's mind, and see if you can find a way to make him open the gate!;
GLAJ010FO;FO;Let's find a way into that asylum!;
GLAJ011FO;FO;We have to get by that creepy guard and take the elevator upstairs.;
GLAJ012FO;FO;I'll bet that's where Oleander has the girl.;
GLAJ013FO;FO;Maybe you could make some kind of a disguise...;
GLAJ014FO;FO;What are we doing down here? We need to be up in the tower, trying to free your girlfriend!;
GLAJ015FO;FO;Try to shoot those rats before they get too close!;
GLAJ016FO;FO;Keep moving up! We gotta get to the top!;
GLAJ017FO;FO;Oh, watch out for that guard crow.;
GLAJ018FO;FO;I'll bet he might not be too alert if you smacked him with a confusion grenade.;
GLAJ019FO;FO;Just steer clear of the nutbag in the shower cap.;
GLAJ020FO;FO;Those words are just good advice, no matter where you are.;
GLAJ021FO;FO;But this guy especially, because he's protected by a powerful shield.;
GLAJ022FO;FO;We need to free the turtle hostage. Perhaps that chocolate cake could be deployed in a rescue capacity.;
GLAJ023FO;FO;He's coming for the cake! Lure him under that hatch in his cage, and then use telekinesis to lift him out!;
GLAJ024FO;FO;Let's give this turtle back to that sad girl with the oven mitts on.;
GLAJ025FO;FO;Use Telekinesis to put that little turtle's brain in that tank's cockpit!;
GLAJ026FO;FO;Let's help Sasha and Milla blast your girlfriend out of that chair!;
GLAK000FO;FO;Why don't you just do what Sasha said. Listen to your teacher, young man!;
GLAK001FO;FO;Well, you might get your merit badge a little faster if you turn up the censor output all the way...;
GLAK002FO;FO;You gotta find all those leaks that are squirting out censors, and take 'em out!;
GLAK003FO;FO;And when you're fighting these guys, don't forget to lock your mental focus on them for accuracy.;
GLAK004FO;FO;Those little censors seem to be restoring the big guy's health. ;
GLAK005FO;FO;You gotta shut down the leaks the little censors are coming out of!;
GLAK006FO;FO;Take the big guy out! ;
GLAK007FO;FO;Don't forget to hold mental focus while you're blasting!;
GLAK008FO;FO;Locking focus on him will also make it easier to circle around and get behind him!;
GLAL000FO;FO;Do whatever Milla says, young man. You're in her classroom now.;
GLAL001FO;FO;Stay on your bubble, Raz.;
GLAL002FO;FO;Keep trying to get higher, and if you see any of those big rings, keep 'em spinning.;
GLAL003FO;FO;Don't forget you can still PSI Blast when your on the ball. ;
GLAL004FO;FO;Ranged weapons are always useful in a race.;
GLAL005FO;FO;Use your PSI Float in those columns of bubbles to float up to the top of the room, and then figure out how to turn the big fan on.;
GLAL006FO;FO;Get those rings spinning!;
GLAM000FO;FO;Let's check out what's inside that caravan. Don't be afraid of your past.;
GLAM001FO;FO;Hey, you heard the man. Follow the bunny.;
GLAM002FO;FO;Keep after that bunny!;
GLAM003FO;FO;Watch out for those killer plants. You can't hurt them when they're all coiled up.;
GLAM004FO;FO;Stay on the ground if you want to fight, but you could probably avoid some of it if you took the higher route. ;
GLAM005FO;FO;We gotta get up to the top of that vine tower!;
GLAM006FO;FO;You can hide behind those pillars to break his target-locking on you.;
GLAM007FO;FO;Wait until he rears up to charge, and then blast him in his soft pink underbelly! Ha!;
GLAM008FO;FO;And then when he's upside down, get him!;
GLAM009FO;FO;Get as high as you can, and float in shooting!;
GLAN000FO;FO;Well, if I were a monster, 50 stories high, I'd probably start smashing stuff.;
GLAN001FO;FO;You heard 'em. Bust open that prison over there.;
GLAN002FO;FO;The Coach is obviously controlling the Lungfish's mind, so he must have planted something in here to amplify his thoughts and subjugate the populace.;
GLAN003RA;RA;Diabolical!;
GLAN004FO;FO;It's probably the enormous communications tower on that distant island.;
GLAN005FO;FO;Smash your way through town and take down that tower.;
GLAN006FO;FO;Your PSI Shield would protect you in that tunnel, and maybe even do some damage to the emitters.;
GLAN007FO;FO;We have to find someone to pilot this blimp for us so we can get over this dam!;
GLAN008FO;FO;Get up on top of these buildings and take out those planes!;
GLAN009FO;FO;You can use those super tankers to get across the channel.;
GLAN010FO;FO;If you pay attention to this guy's actions, you can tell how he's about to attack.;
GLAN011FO;FO;Wait for him to let down his shield, and then attack.;
GLAN012FO;FO;And don't forget to use your own shield!;
GLAN013FO;FO;Okay, now get up that tower and take out the communications equipment at the top!;
GLAN014FO;FO;And why don't you just pick up those pesky tanks and throw them at each other?;
GLAO000FO;FO;Open the fridge! Like he said!;
GLAO001FO;FO;Use your Clairvoyance power on that loony. I'd like to see what color the sky is in his world.;
