id;character;origin_dialogue;translated_dialogue
ASBR122BO;BO;Hey, where is the boss?;
ASBR123BO;BO;Ignore it, Cooper!;
ASBR124BO;BO;I have to get rid of some of this stuff!;
ASBR125BO;BO;I have to stay focused.;
ASBR126BO;BO;No distractions!;
ASBR127BO;BO;What???;
ASBR128BO;BO;Oh, that doesn't fit. That doesn't fit at all.;
ASBR129BO;BO;Well, maybe if I forget about that other part.;
ASBR130BO;BO;Wait, why did I say that?;
ASBR131BO;BO;Oh, Boyd. You've got this all wrong.;
ASBR132BO;BO;Did I just think that? Or did someone MAKE me think it?;
ASBR133BO;BO;But when that happens, they turn it into CHOCOLATE milk, and nobody can tell the difference!;
ASBR134BO;BO;You know what I mean? Amounts tendered? Yeah?;
ASBR135BO;BO;The squirrels... have eyes.;
ASBR136BO;BO;Listen to me, listen to me, LISTEN TO ME!;
ASBR137BO;BO;Shut up, shut up, SHUT UP!;
ASBR138BO;BO;Shhh! No, wait. Say that again?;
ASBR139BO;BO;They think the windows are tinted, but they ain't tinted nearly enough!;
ASBR140BO;BO;Of course the milk's got spider webs in it! Taste it!;
ASBR141BO;BO;I scream, you scream, we all scream, we all scream...;
ASBR142BO;BO;The ice cream's in the web, the web is in the cream.;
ASBR143BO;BO;Oh, you think that's regular yarn, do you?;
ASBR144BO;BO;They come, they whisper, they watch, they chop, chop, chop.;
ASBR145BO;BO;What's that on your head? That's no hat. Maybe you could tell your hat to shut up? Or at least, ask me the right questions?;
ASBR146BO;BO;I wonder if I'm on camera right now. Ha! What, am I crazy? Of course I am!;
ASBR147BO;BO;Hi mom! Look at me! I'm tangled in a web of deception! How's uncle G?;
ASBR148BO;BO;G-man, who are you working for? Who is G?;
ASBR149BO;BO;G-Man, Go-man, Goat Man… I thought you worked for me?;
ASBR150BO;BO;My father, he was a good man, but he served a cruel master.;
ASBR151BO;BO;Mom, are you sure these are your children?;
ASBR152BO;BO;These are not my dot to dots. These are not my babies.;
ASBR153BO;BO;...but of course you know all this because you're Australian...;
ASBR154BO;BO;...and then it comes out of those wires over there, and goes straight into my head, with all its little audio tricks…;
ASBR155BO;BO;I don't want to be a lead weight on the table.;
ASBR156BO;BO;I see myself more as a turtle with a rocket strapped to its back!;
ASBR157BO;BO;...and he waits and he waits...;
ASBR158BO;BO;...this milk can't stay fresh forever...;
ASBR159BO;BO;...something's got to give...;
ASBR160BO;BO;How many are there? I count fourteen, but that's not the number on my hand, that's not the number on my neck.;
ASBR161BO;BO;The truth lives in a small house on the edge of town.;
ASBR162BO;BO;The truth is sleeping in glass box.;
ASBR163BO;BO;The truth is a colorful diamond.;
ASBR164BO;BO;I'm dropping out of this yogurt convention. There's no fruit at the bottom.;
ASBR165BO;BO;Hey! Lady! Where you going with that sweater?;
ASBR166BO;BO;Think you could get this past me? I'm the guard.;
ASBR167BO;BO;I've got the truth. It's tucked in my cheeks. I'm not going to eat it right now.;
ASBR168BO;BO;Are you buying? Or are you spying?;
ASBR169BO;BO;This is ugly. It's like a Cyclops with a million eyes!;
ASBR170BO;BO;The fire will start in menswear!;
ASBR171BO;BO;But what if the signal comes early?;
ASBR172BO;BO;The meaty bit in the middle of this won ton, it's me!;
ASBR173BO;BO;Hey, don't worry about me. I'm centered. I'm the whole center in fact.;
ASBR174BO;BO;Am I? Or is he? Am I he? What is he doing in my house?;
ASBR175BO;BO;Someone moved into my neighborhood, uninvited.;
ASBR176BO;BO;The housing committee's not going to like this.;
ASBR177BO;BO;They should paint their garage door the same color as everybody else's.;
ASBR178BO;BO;I'm locked on the outside, and I'm locked on the inside.;
ASBR179BO;BO;And the little girl stuck her finger in the dyke and saved all the windmills. But who does the little girl work for?;
ASBR180BO;BO;Hey, little girl! Get your finger out of there!;
ASBR181BO;BO;Ha! I know what you're up to.;
ASBR182BO;BO;You've got the skates, but I've got the key!;
ASBR183BO;BO;Who is the Milkman???;
ASBR184BO;BO;You know my house is clean, right? Right boss??;
ASBR185BO;BO;Get off of me!;
ASBR186BO;BO;I don't want any half and half! I'm already half and half!!;
ASBR187BO;BO;If I'm invisible, then why is everyone looking at me?;
ASBR188BO;BO;...heh heh.;
ASBR189BO;BO;...ho, ho!...;
ASBR190BO;BO;...wait...;
ASBR191BO;BO;...er...;
ASBR192BO;BO;...uh...;
ASBR193BO;BO;...(cough)...;
ASBR194BO;BO;...uhhhh...;
ASBR195BO;BO;...hmmmm...;
ASBR196BO;BO;...ha!...;
ASBR197BO;BO;...yeah, yeah, yeah...;
ASBR198BO;BO;...what?...;
ASBR199BO;BO;...no, no, no, no...;
ASBR200BO;BO;...okay, okay, but…;
ASBR201BO;BO;...huh...;
ASBR202BO;BO;...riiiiiiight...;
MMDD001DM;DM;What have you done?;
MMDD002DM;DM;He wakes!;
MMDD003BO;BO;I am the Milkman. My milk is delicious.;
MMDD004DM;DM;And the sea shall run white (cough cough) with his rage…;
MMDD005RS;RS;Ooooh ohhhh.;
MMDD007BO;BO;Special delivery today.;
MMDD008BO;BO;GRAAAAAA!;
MMDD010RA;RA;Boyd? Are you okay?;
MMDD011BO;BO;Time for the final delivery to this address.;
MMDD012RA;RA;Hey, is that milk regular kind, or the exploding dream kind?;
MMDD013BO;BO;It's fortified with what the world wants, what the world deserves.;
MMDD014RA;RA;Are you sure don't want to just talk about this, Boyd?;
MMDF001DM;DM;I told you not to follow. Now you must die!;
MMDF002RA;RA;But--;
MMDF003DM;DM;THAT IS THE WAY OF THE RAINBOW SQUIRTS!!!;
MMDM001RA;RA;Ah ha!;
MMDM002DM;DM;Oh, hello there. Have you come to pay for your Rainbow Treats? We knew you would.;
MMDM003DM;DM;Won't you join us in our Rainbow Squirt Pledge of Purpose?;
MMDM004RS;RS;To Promote Niceness.;
MMDM005RS;RS;To Make the World Prettier.;
MMDM006RS;RS;To Share Candy With Everyone.;
MMDM007RS;RS;To Obfuscate the True Nature of the Milkman.;
MMDM009RS;RS;To protect the Milkman at all costs.;
MMDM010DM;DM;You brought them here!;
MMDM011RS;RS;To Destroy All Who Would Harm the Milkman, or Threaten to Reveal His Secret Objective.;
MMDM012DM;DM;Go girls! Protect the milk!;
MMDM014DM;DM;Do not follow! The milk is not ready, and you are not ready for the milk!;
MMDS001DM;DM;Hi-ya!;
MMDS002DM;DM;Haaa!;
MMDS003DM;DM;Hruuuh!;
MMDS004DM;DM;Cha!;
MMDS005DM;DM;Eyyyah!;
MMDS006DM;DM;Rainbow squirts do not negotiate!;
MMDS007DM;DM;Eat yarn!;
MMDS012DM;DM;To Protect the Milkman at all Costs.;
MMTW002BO;BO;Must make... final... delivery.;
MMTW003BO;BO;My milk... is... delicious.;
MMTW004BO;BO;People... gotta... have… their… milk.;
MMTW005BO;BO;Milk will get warm. Milk is a drink best served cold!;
MMTW006BO;BO;Rrrrr!;
MMTW007BO;BO;Grrrr!;
MMIN000BO;BO;It's perfect, isn't it?;
MMIN001RA;RA;Yes.;
MMIN002BO;BO;Almost complete. Just a few missing pieces.;
MMIN003RA;RA;Yes. Now which piece talks about the Milkman? The one who opens the asylum gate?;
MMIN004BO;BO;But it's ALL about the Milkman, can't you see?;
MMIN005RA;RA;Is this like one of those 3D paintings? I can never do those.;
MMIN006BO;BO;No, you just gotta learn to see it like I see it!;
MMIN007BO;BO;There's something in the fridge that might help you see the world like I do.;
MMIN008RA;RA;Oooh, sorry. I don't drink--before noon, I mean.;
MMAC000RA;RA;Did you say the Milkman was in the fridge?;
MMAC001BO;BO;Use the leftovers in the fridge to see what I see!;
MMAC002RA;RA;The Milkman's dead??? Ah crud.;
MMAC003BO;BO;Burned up in a department store fire. Didn't you hear?;
MMAC005BO;BO;...Is he dead or not?;
MMAC007RA;RA;Where is the Milkman?;
MMAC008BO;BO;Well, he's NOT in the graveyard, so that's the first place you should look.;
MMAC009BO;BO;I'd go down there myself, but I can't get in.;
MMAC010BO;BO;Operatives. Optics. Occularities.;
MMAC011BO;BO;Everywhere.;
MMAC012BO;BO;Be careful! They're watching. All the time.;
MMAC013RA;RA;Kay...;
MMAC014RA;RA;Now, how am I going to find some creepy graveyard in this... nice, normal, neighborhood?;
MMAC015RA;RA;You know, I think instead of Boyd, I'm gonna call you "Roid," because your such a big pain in my butt.;
MMAC004BO;BO;At least that's what the media would have you believe.;
MMAC006BO;BO;Go to the graveyard! Dig him up! Oh, you'll find something all right, but it's neither man nor milk.;
MMAA000RA;RA;Hey, uh... where's the door?;
MMAA001BO;BO;On the front... like most refrigerators.;
MMAA002RA;RA;Alright, time to see the world as Boyd sees it.;
MMAA003RA;RA;Okay, so, where's the Milkman?;
MMAA004BO;BO;If you could see what I see, then you wouldn't be asking that question.;
MMAA005RA;RA;How do I get through the sewers?;
MMAA006BO;BO;Have you been to the post office yet? Maybe you could take a correspondence course.;
MMAA007RA;RA;Being an assassin is hard.;
MMAA008BO;BO;You have to keep your guard up at all times. You gotta be like a turtle with a rocket strapped to his back, you know?;
MMAA009RA;RA;Okay, I went to the Book Depository, and all that happened was a little girl jumped out a window. It was kind of depressing, actually.;
MMAA010BO;BO;Did you talk to the birds up there? Did you ask them if they saw anything with their electric eyes?;
MMAA011RA;RA;Hey, I found the Milkman.;
MMAA012BO;BO;Big deal. I knew where he was the whole time. Getting past the red head, that's the problem.;
MMAB000GM;GM;Stop.;
MMAB001GM;GM;Caution, men working.;
MMAB002GM;GM;Dangerous conditions ahead.;
MMAB003GM;GM;The road is out, and we are working on it.;
MMAB004GM;GM;No pedestrian traffic allowed.;
MMAB005GM;GM;It is very hot here, working on the road.;
MMAB006GM;GM;Not a through street.;
MMAB007GM;GM;My red sign helps me work on the road.;
MMAB008GM;GM;No ped xing.;
MMAB009GM;GM;Slow to 15 mph.;
MMAB010GM;GM;I work on the road crew.;
MMAB011GM;GM;Thank goodness it is Friday. ;
MMAB012GM;GM;Being on a road crew is arduous, but rewarding.;
MMAB013GM;GM;Look at that woman's breasts. They're large.;
MMAB014GM;GM;I cannot wait until the next payday.;
MMAB015GM;GM;Boo hoo. ;
MMAB016GM;GM;Oh boo hoo.;
MMAB017GM;GM;Boo hoo hoo.;
MMAB018GM;GM;I am sad.;
MMAB019GM;GM;I am a sad widow.;
MMAB020GM;GM;I wish my loved one was not dead, but alive.;
MMAB021GM;GM;I am alone now, and grieving.;
MMAB022GM;GM;I do not know whether to remarry, or to remain loyal to my loved one.;
MMAB023GM;GM;Why, god, why?;
MMAB024GM;GM;These flowers are a token of my remembrance for my loved one.;
MMAB025GM;GM;I wish my loved one had remembered to indicate me as the beneficiary of his 401(k) plan.;
MMAB026GM;GM;The cemetery is filled with dead people.;
MMAB027GM;GM;The dead people are under ground, and I have brought flowers, because I am sad.;
MMAB028GM;GM;I am trimming this hedge.;
MMAB029GM;GM;Hedges become unruly over time, and need to be trimmed.;
MMAB030GM;GM;These are my hedge trimmers. They help me maintain my hedge.;
MMAB031GM;GM;I take pride in my well-landscaped yard.;
MMAB032GM;GM;My good landscaping adds to the property value of the entire neighborhood.;
MMAB033GM;GM;Cutting the bush does not hurt it.;
MMAB034GM;GM;I wear sunscreen while cutting hedges to prevent melanomas from forming on my skin.;
MMAB035GM;GM;This part of the hedge is too tall.;
MMAB036GM;GM;I take frequent breaks to avoid carpal tunnel syndrome.;
MMAB037GM;GM;I am making a pie.;
MMAB038GM;GM;This is my house and I am responsible for its upkeep.;
MMAB039GM;GM;This rolling pin is a tool I use to make pies.;
MMAB040GM;GM;Pies are delicious.;
MMAB041GM;GM;Over time, my husband will desire me less sexually, but he will always enjoy my pies.;
MMAB042GM;GM;It is important not to use too much pressure when rolling out a pie crust.;
MMAB043GM;GM;When my husband drinks excessively, I may threaten him with this rolling pin, though we still love each other very much.;
MMAB044GM;GM;I am famous for my pie-making abilities.;
MMAB045GM;GM;Children and adults both like to eat pies.;
MMAB046GM;GM;Pies come in many flavors.;
MMAB047GM;GM;Cherry is a flavor of pie.;
MMAB048GM;GM;Apple pies are very popular.;
MMAB049GM;GM;Though I do not receive a paycheck, I consider my homemaking to be my occupation.;
MMAB050GM;GM;Rhubarb is a controversial pie variety.;
MMAB051GM;GM;For the last several years, I have relied on prescription medication to make it through the days.;
MMAB052GM;GM;Pie crusts should be rolled outward, from the center.;
MMAB053GM;GM;We work in the sewer.;
MMAB054GM;GM;The sewer carries human waste.;
MMAB055GM;GM;The sewer is very important, and we are responsible for its upkeep.;
MMAB056GM;GM;I am a waste management technician.;
MMAB057GM;GM;I need to prevent blockages, and this device is one of my tools.;
MMAB058GM;GM;Sewers are full of rats.;
MMAB059GM;GM;The most pleasant sewers can be found in Paris, France.;
MMAB060GM;GM;This job is unsavory, but it must be performed by someone.;
MMAB061GM;GM;Due to illegal disposal of hazardous materials, sewer water is often highly radioactive.;
MMAB062GM;GM;There are no documented cases of alligators found alive in sewers.;
MMAB063GM;GM;Though I often smell of excrement, I deserve your respect because I provide a valuable service.;
MMAB064GM;GM;Feces.;
MMAB065GM;GM;I am fixing the telephone lines.;
MMAB066GM;GM;This is my job, to work on the phone lines.;
MMAB067GM;GM;I have a special phone.;
MMAB068GM;GM;Hello?;
MMAB069GM;GM;Testing, testing. One, two, three.;
MMAB070GM;GM;Can you hear me?;
MMAB071GM;GM;Is there anyone on the line?;
MMAB072GM;GM;Operator?;
MMAB073GM;GM;I can listen to any phone conversation that I want, but do not because of my sense of professional responsibility. ;
MMAB074GM;GM;Someday, the popularity of mobile phones will make my job obsolete.;
MMAB075GM;GM;I can climb telephone poles.;
MMAB076GM;GM;I am an assassin.;
MMAB077GM;GM;My gun is clean.;
MMAB078GM;GM;I am in charge of assassinating important figures.;
MMAB079GM;GM;I am found on rooftops, in clock towers and book depositories.;
MMAB080GM;GM;I do not kill out of passion, but for money.;
MMAB081GM;GM;This is my gun.;
MMAB082GM;GM;Sometimes I work for the government.;
MMAB083GM;GM;I like to shoot people.;
MMAB084GM;GM;My motivations are clear only to myself.;
MMAB085GM;GM;Adjustments need to be made when firing in the wind.;
MMAB086GM;GM;I am watering.;
MMAB087GM;GM;Water is important.;
MMAB088GM;GM;Without water, these plants would die.;
MMAB089GM;GM;This is my watering can. I use it on the plants to water them.;
MMAB090GM;GM;Plants need to have water poured on them because they  have no hands to hold glasses of water.;
MMAB091GM;GM;I enjoy watering.;
MMAB092GM;GM;It is a good day for watering plants.;
MMAD000GM;GM;Hello fellow road crew worker! Welcome to the road crew.;
MMAD001GM;GM;Ah, I see that you are grieving. I will give you your space.;
MMAD002GM;GM;I am glad you are here, to help me trim these hedges.;
MMAD003GM;GM;Hello! Welcome to my house. Please stay and make pie. My stories are about to come on.;
MMAD004GM;GM;Hello sewer worker. I think I met you at the union meeting.;
MMAD005GM;GM;Come work on the phone lines with us.;
MMAD006GM;GM;Watch out, fellow assassin. There seems to be someone shooting at us from that tower.;
MMAD007GM;GM;That is a fine watering can. May I ask how much you paid for it?;
MMAE000GM;GM;Stop.  Road crew workers only beyond the yellow line.;
MMAE001RA;RA;You guys are road crew workers?;
MMAE002GM;GM;Yes. We work on the road with these red signs.;
MMAE003RA;RA;I see. Well, do you guys know where the Milkman is?;
MMAE004GM;GM;Why do you ask that question?;
MMAE005GM;GM;Are you the Milkman?;
MMAE006RA;RA;Do I look like a milkman to you?;
MMAE007GM;GM;That information is restricted to the road crew.;
MMAE008GM;GM;Please move along.;
MMAF000GM;GM;Stop! This is a restricted area!;
MMAF001GM;GM;Initiating arrest sequence!;
MMAF002GM;GM;You are not on the road crew!;
MMAF003GM;GM;You have no flowers!;
MMAF004GM;GM;The hedge area is only for those who trim hedges.;
MMAF005GM;GM;Get out of my house!;
MMAF006GM;GM;Sewer workers only!;
MMAF007GM;GM;Only phone company employees may approach the pole!;
MMAF008GM;GM;Assassins and their invited guests only!;
MMAF009GM;GM;You can't fool us! You have no water!;
MMAF010GM;GM;Come with us.;
MMAF011GM;GM;Who are you?;
MMAF012GM;GM;Who do you work for?;
MMAF013GM;GM;Why are you here?;
MMAF014GM;GM;Why are you looking for the Milkman?;
MMAF015GM;GM;What is the purpose of the goggles?;
MMAF016GM;GM;Who is the Milkman?;
MMAF017GM;GM;How old are you?;
MMAF018GM;GM;Where were you born?;
MMAF019GM;GM;What's your favorite color?;
MMAF020GM;GM;What is the Milkman's location?;
MMAF021GM;GM;What is the mission of the Milkman?;
MMAF022GM;GM;What is your relation to Cooper?;
MMAF023GM;GM;What was in Cooper's fridge?;
MMAF024GM;GM;Are you, or have you ever been, a member of the Rainbow Squirts?;
MMAF025GM;GM;Do you serve the Milkman?;
MMAF026GM;GM;How many fingers am I holding up?;
MMAF027GM;GM;How long have you been working for the Dairy industry?;
MMAF028GM;GM;Why are you wearing gloves?;
MMAF029GM;GM;How much are they paying you?;
MMAF030GM;GM;Did you burn down the department store?;
MMAF031GM;GM;What's in the milk?;
MMAF032GM;GM;Who do you think you're fooling?;
MMAF033GM;GM;We know who's paying you.;
MMAF034GM;GM;Do you look down on sewer workers?;
MMAF035GM;GM;Are you aware you're being followed?;
MMAF036GM;GM;What's the Milkman like? Is he nice in person?;
MMAF037GM;GM;Why did you burn that bush?;
MMAF038GM;GM;Why did you punch that little girl?;
MMAF039GM;GM;How did you move that trash can?;
MMAF040GM;GM;Where did you get the red sign?;
MMAF041GM;GM;What did the Rainbow Squirt tell you?;
MMAF042GM;GM;What happened inside that house?;
MMAF043GM;GM;Are you addicted to getting arrested?;
MMAF044GM;GM;Why did you want to get in the sewers?;
MMAG000RS;RS;Hello, sir. I am a Rainbow Squirt. Would you like to buy a box of my delicious Rainbow Treats?;
MMAG001RA;RA;I would buy some cookies... but I don't have any... MILK.;
MMAG002RA;RA;Do you have any idea where I could buy some... MILK? For my... COOKIES?;
MMAG003RS;RS;Ahh! Creepy man!;
MMAG004RA;RA;Excuse me, but I'm looking for the Milkman.;
MMAG005RS;RS;Stop talking to me! You're going to get me in trouble!;
MMAG006RS;RS;(whisper whisper);
MMAG009RS;RS;Coming!;
MMAG010RS;RS;Be right there!;
MMAG011RS;RS;Just a minute!;
MMAG012RS;RS;Gosh, I sure hope someone is there this time.;
MMAG013RS;RS;It better not be that creepy guy again.;
MMAG014RS;RS;Whoooooo is it?;
MMAG015RS;RS;Sorry, no solicitors!;
MMAG016RS;RS;My mother isn't home. I'm not allowed to let in strangers.;
MMAG017RS;RS;Rainbow Squirts only.;
MMAG018RS;RS;My mom is in the shower and says you can't come in.;
MMAG019RS;RS;No boys allowed.;
MMAG020RS;RS;We're out of cookies! Come again later!;
MMAG021RS;RS;Beat it! Please.;
MMAG022RS;RS;Stop bothering us or I'll call the police!;
MMAG024RS;RS;Anyone out there?;
MMAG025RS;RS;Hellooooooo?;
MMAG026RS;RS;Huh.;
MMAH000GM;GM;What were you doing in the cemetery?;
MMAH001GM;GM;Are you a grieving widow?;
MMAH002GM;GM;Where are your flowers?;
MMAH003GM;GM;What did you find in the mausoleum?;
MMAH004GM;GM;Did you take anything?;
MMAH006BO;BO;That book you found was dynamite! Blows the whole thing wide open. ;
MMAH007RA;RA;It does?;
MMAH008BO;BO;Yes! I knew it! I was completely wrong about everything! But now I've got it! ;
MMAH009BO;BO;That book came from the Book Depository.;
MMAH010BO;BO;They must want to make us think that's where they want us to go, because they think we'll think we know they know we know, so we won't go! ;
MMAH011RA;RA;So I shouldn't go to the Book Depository?;
MMAH012BO;BO;Of course you're going to the Book Depository! Take the sewers. Watch out for watchers. And radioactives. And perpetrators! Some of those sewer workers are involved, I think.;
MMAH013BO;BO;You'll need one of these...;
MMAH014RA;RA;Now we're talking!;
MMAH015BO;BO;It's fake. It will help you fit in around the other assassins.;
MMAH016RA;RA;Assassins? Wait a second--;
MMAH017BO;BO;Beware the cows. Not all milk is enriched. ;
MMAI000GM;GM;They got Freddy! Poor Freddy. He was such a good secret agent.;
MMAI001GM;GM;I mean, assassin. Who is shooting at us?;
MMAJ000RA;RA;I am on the road crew. This is my stop sign.;
MMAJ001RA;RA;I am a grieving widow.;
MMAJ002RA;RA;I like to trim hedges.;
MMAJ004RA;RA;I work in the sewers.;
MMAJ005RA;RA;I am a skilled phone repairer.;
MMAJ006RA;RA;It's fake. I'm worried the other assassins are going to make fun of me.;
MMAJ007RA;RA;I'm watering!;
MMAK000BO;BO;Ah! I'm telling you! I don't know where the Milkman is!;
MMAK001BO;BO;Ah! They've come for me! They are taking me away!;
MMAK002BO;BO;Wait a minute. I think there might not be a conspiracy after all. It's possible I am suffering from paranoid delusions, linked to an entity I call "the Milkman" who is, in actuality...;
MMAK003BO;BO;...the mummified remains of Abraham Lincoln!;
MMAK004BO;BO;Oh, no! It's happening again!;
MMAK005BO;BO;Spontaneous combustion! From the government LSD tests!;
MMAK006BO;BO;Whew!;
MMAK007RA;RA;Are these a clue?;
MMAK008BO;BO;Flowers to put on the grave of the truth, for those who mourn the loss of democracy!;
MMAK009RA;RA;Hey, phone's for you.;
MMAK010BO;BO;Ahh! Get that away from me! I never talk on the phone. That's how they get your location!;
MMAK011RA;RA;Look at this plunger I found in the basement of the post office.;
MMAK012BO;BO;Gah! That's the exact model they used to kill the ambassador with in '63!;
MMAK013RA;RA;STOP being crazy and tell me where the Milkman is.;
MMAK014BO;BO;You think I'm crazy? What if I'm the only one who's sane?;
MMAK015RA;RA;Is this yours?;
MMAK016BO;BO;No. I don't trust pies.;
MMAK017RA;RA;Do you have a real one of these? Like the kind that shoots bullets?;
MMAK018BO;BO;Give a loaded gun to a 10 year old? Do I look crazy to you?;
MMAK019RA;RA;Hey, take off your hat and I'll give your bangs a little touch up with these.;
MMAK020BO;BO;Ha ha. Nice attempt to get my hat. Anyway, I took the microfilm out of there days ago.;
MMAK021RA;RA;Look what I found.;
MMAK022BO;BO;Shh! It may be bugged!;
MMAK023BO;BO;Ah! Get it off me! Black death!;
MMAL000RA;RA;Hey, are you following me?;
MMAL001RA;RA;I don't want to throw that away!;
MMAL002RA;RA;I don't want to mail that. I don't want to mail anything in this creepy mailbox.;
MMAL003GM;GM;Why don't you come in here and do that, tough guy?;
MMAL004RA;RA;Hey, I'm just going to walk through okay?;
MMAL005GM;GM;Sorry, we widows are busy grieving in here.;
MMAL006GM;GM;Please stay back. There is a severe electrocution danger.;
MMAL007GM;GM;The sewers are not safe for civilians. And... they smell very bad.;
MMAL008GM;GM;Sorry. Road Crew only.;
