id;character;origin_dialogue;translated_dialogue
MITU062MI;MI;The party is upstairs.;
MITU063MI;MI;These are just some old demons of mine.;
MITU064MI;MI;Everybody has them.;
MITU065MI;MI;Now move along. Nothing to see here.;
MITU066MI;MI;Darling.;
MITU067MI;MI;If you're looking for the make-out room, you've come to the WRONG place.;
MITU068MI;MI;These bouncers can be so strict, you know.;
MITU069MI;MI;But I'm afraid this is a pretty exclusive party.;
MITU071MI;MI;Thank goodness you're a winner!;
MITU072MI;MI;Now roll!;
MITU073MI;MI;Hang on, darling!;
MITU074MI;MI;Weeeee!;
MITU075MI;MI;Outstanding!;
MITU076MI;MI;Superb!;
MITU077MI;MI;You're going to be at my party in no time!;
MITU078MI;MI;I'd better make sure I have enough onion dip.;
MITU079MI;MI;I love onion dip, don't you?;
MITU080MI;MI;You know those long falls can really be a pain.;
MITU081MI;MI;Next time you're falling, try using your thoughts like a balloon.;
MITU082MI;MI;If you float in some areas you might get a little more mmmmf than usual.;
MITU083MI;MI;Who's that I see?;
MITU084MI;MI;It's Razputin, the Rolling Rock Star! In the flesh!;
MITU085MI;MI;And just in time. This party was dying without you, darling.;
MITU086MI;MI;Here, I have a little party favor for you.;
MITU087MI;MI;So cute! (Kiss.);
MITU088MI;MI;Milla, save us!;
MITU089MI;MI;Help us, Milla!;
MITU090MI;MI;Milla, where are you?;
MITU091MI;MI;Ow! It's hot! It's burning!;
MITU092MI;MI;Milla, why don't you help us?;
MITU093MI;MI;Why did you let us die?;
MITU094MI;MI;We're all alone now, Milla.;
MITU095MI;MI;Miiiiiiillaaaaa...;
MITU096MI;MI;No parking on the dance floor!;
MITU097MI;MI;I like your style Razputin!;
MITU098MI;MI;You have to dance, dance, dance baby! Like some sort of crazy bat!;
MITU099MI;MI;Which do you like better--spinach or onion dip?;
MITU100MI;MI;You know, I was hoping someone would bring that spinach dip in a bread bowl thing to the party, but nobody did.;
MITU101MI;MI;Then again, last time I had that, I walked around for an hour with spinach stuck between my teeth!;
MITU102MI;MI;Hey, you two! Get a room!;
MITU103MI;MI;Oh, thank you babydoll! So do you!;
MITU104MI;MI;Yeah, yeah, yeah. Call me!;
MITU105MI;MI;Hey you!;
MITU106MI;MI;Hi there!;
MITU107MI;MI;Oh, I'm so glad you guys could make it!;
MITU108MI;MI;Yeah, isn't it?;
MITU109MI;MI;Just throw your coat on the bed there.;
MITU110MI;MI;What are you talking about? You look great!;
MITU111MI;MI;Okay, that's definitely not Francois' wife!;
MITU112MI;MI;Oh my. Are THOSE two back together?;
MITU113MI;MI;No, no, no. Don't drink that. I saw someone put a cigarette out in there.;
MITU114MI;MI;Yay, shake that thing, beautiful.;
MITU115MI;MI;Down the hallway to the right!;
MITU116MI;MI;No, no. That's a closet.;
MITU117MI;MI;Now go mingle in the real world for a while.;
MITU118MI;MI;And tell Sasha I say hello!;
MITU200MI;MI;Now darling, the best way to learn Levitation is to just try it!;
MITU201MI;MI;I'm going to give you a Levitation Learner's Permit. It will only work while you're in my mind.;
MITU202MI;MI;After you finish my course, I'll give you the real thing, baby.;
MITU203MI;MI;First you gotta show me you know how to use it!;
MITU020MI;MI;That's it! You see? Your thoughts can lift you up and carry you around.;
MITU204MI;MI;Now bounce on up here and follow me, darling!;
MITU205MI;MI;Now for this last one you're really gonna have to fly.;
MITU206MI;MI;You're going to have to double bubble jump, and then float to make it all the way across.;
MITU207MI;MI;It's gonna be tough.;
MITU316MI;MI;Thank goodness you are a winner!;
MITU208MI;MI;Rhythm is everything, darling. It goes bounce, bounce, then float. Bounce bounce float!;
MITU209MI;MI;See that draft up above, darling? Jump into it and float and see where it takes you!;
MITU210MI;MI;When you are levitating, you are also protected from all sorts of icky things.;
MITU211MI;MI;But some things, like those spikes, those are always bad news, whether you are levitating or not. So watch out!;
MITU212MI;MI;Mmmm. That shouldn't be happening.;
MITU213MI;MI;Darling, do you have some problems with water? Do you want to talk about it?;
MITU214RA;RA;Uh, it's a long story. Maybe later.;
MITU215MI;MI;Okay, I'm always here for you, darling. Let me just say that it's very normal for boys your age.;
MITU216MI;MI;Okay, it's time to see how fast you are, darling.;
MITU217MI;MI;Ready?;
MITU218MI;MI;On your marks!;
MITU219MI;MI;Get set!;
MITU220MI;MI;Go, baby, go!;
MITU221MI;MI;You did it! You are quick like greasy lightning!;
MITU222MI;MI;I'm so proud of you, darling!;
MITU223MI;MI;You're so fast you'll be at my party in no time, eh?;
MITU224MI;MI;Oh, darling. You looked good, but sometimes speed is important.;
MITU225MI;MI;Why don't you try the race again?;
MITU226MI;MI;Okay, if you want to get up to where the action is, you are going to have to do a lot of floating in this room, baby.;
MITU227MI;MI;Good thing you are so light on your feet.;
MITU401MI;MI;Darling, float over here, will you? These rings aren't spinning and they're ruining my party!;
MIAA000MI;MI;Once you get up in the air, try using your thoughts as a balloon to float.;
MIAA001MI;MI;Just jump for those rings, as high as you can, and then do your PSI Float!;
MIAA002MI;MI;Don't be afraid, darling!;
MIAA003MI;MI;Stay on the ball in here, Razputin, if you want to get higher.;
MIAA004MI;MI;And see if you can get all those rings spinning, mister DJ!;
MIAA005MI;MI;Woo-hoo! You are the sugar in my bowl, darling.;
MIAA006MI;MI;Now just follow the flowers, won't you? And try to stay rolling at all times! That is the theme of this party!;
MIAA007MI;MI;Fantastic! What style you have, young man!;
MIAA008MI;MI;Now I'm not saying that you will fall, but if you ever did, I'll put a ball return down here for you.;
MIAA009MI;MI;Just jump in there if you need to come back up here in a hurry.;
MIAA010MI;MI;Remember to use your PSI Float. I'm not saying it won't ever let you down, but it will let you down nice and slow.;
MIAA011MI;MI;Thank you, sweetie. I feel so much better now!;
MIAA012MI;MI;Come on. Let's take it a little higher now.;
MIAA013MI;MI;Ooh, look at the crowd. Things are starting to pick up!;
MIAA014MI;MI;Careful, darling. If you're not on the ball when you enter that circle you might be seeing stars instead of being one.;
MIAA015MI;MI;My little elevator here is depressed. It's sad about these rings not spinning. Don't you hate seeing these rings just sitting still?;
MIAA016MI;MI;Now, why would you want to come in here. Come on, this room's no fun. Let's leave, baby.;
MIAA017MI;MI;Now, you DEFINITELY don't want to go in there! That's a party killer right there.;
MIAA018MI;MI;Lucky for you I have my Nightmares under control.;
MIAA019MI;MI;Lucky for you I have my Demons under control.;
MIAA020MI;MI;These things can take you to a world of pain, trust me.;
MIAA021MI;MI;Now, quick. Let's get back to the party, okay?;
MIAA022MI;MI;Now you're going to have to use your PSI Float again to get those rings spinning.;
MIAB000CM;CM;Hey, hey. This isn't slam dancing.;
MIAB001CF;CF;Wow. You dance hard, Raz!;
MIAB002CP;CP;Hey, I need room to groove.;
MIAB003EF;EF;Wow, and I thought I was the worst dancer here. But you're really bad!;
MIAB004JT;JT;Go stampede someone else!;
MIAB005EL;EL;Why are boys such pests!?;
MIAB006CH;CH;That's not how we dance on my planet, Earthling.;
MIAB007RA;RA;Hey, wanna dance?;
MIAB008CM;CM;Hey, sure! We're all dancing!;
MIAB009CF;CF;Yay! I already am! Come join us!;
MIAB010CP;CP;Thanks but no thanks, Raz.;
MIAB011EF;EF;Um. No thanks Raz.;
MIAB012JT;JT;Um, why don't you go ask Elka? She loves to dance.;
MIAB013EL;EL;You'd better back off or my boyfriend James will go nuts. He's so jealous and protective of me.;
MIAB014CH;CH;Yes, teach me of your Earth rhythms.;
MIAB015RA;RA;Hey, will you teach me how to dance?;
MIAB016MD;MD;Watch and learn, kid.;
MIAB017MD;MD;Nope. Not gonna blow my high, man. I'm in my groove place.;
MIAC002BZ;BZ;Ha ha! Yeah!;
MIAC003CF;CF;Hi Raz!;
MIAC004CM;CM;Hey, there, Raz!;
MIAC005CF;CF;I'm sure you'll still win, Raz!;
MIZF000TO;TO;Bubble Quick-mount!;
MIZF001TO;TO;A faster way to mount the Thought Bubble is to press /AButton/ while PSI Floating. Try it!;
MIAE000MI;MI;Razputin, darling, what are you doing back here?;
MIAE001RA;RA;Uh, just came to dance. Is that okay?;
MIAE002MI;MI;Of course! The party never ends in here!;
MIAE003MI;MI;Roll away!;
MIAE004MI;MI;I'm going to be in another part of my mind, tending a party I'm having with some old memories, but you have fun here.;
MIAE006MI;MI;Razputin? I... I don't really know...;
MIAE007MI;MI;I was on the dock and all of a sudden there was this... thing...;
MIAE008MI;MI;And then everything went black.;
MIAE009RA;RA;I believe you've been abducted, probably by Coach Oleander.;
MIAE010RA;RA;He's trying to take over the world.;
MIAE011MI;MI;Oh, Morry.;
MIAE012MI;MI;Well, if you find my body, give it a little shake, will you?;
MIAE013MI;MI;In the mean time, you can shake it in here as much as you want!;
MIQZ010CM;CM;Yow!;
MIQZ011CF;CF;Ugh!;
MIQZ006CP;CP;Oof!;
MIZE000TO;TO;Press /WhiteButton/ to Levitate.;
MIZE001TO;TO;Press /AButton/ to Bubble Bounce.;
MIZE002TO;TO;Press /AButton/ while airborne to Double Bubble Bounce over the gap.;
MIZE003TO;TO;Bubble Bounce then press the /LeftFlipper/ while airborne to float over the gap.;
MIZE004TO;TO;Bubble Bounce then press /LeftFlipper/ while airborne to float over the gap.;
MIZE005TO;TO;Press /LeftFlipper/ while airborne to float.;
MIZE006TO;TO;Float in an updraft for extra lift.;
MIZE007TO;TO;Respawn kickout activated! If you miss a jump, return here!;
MIZE010TO;TO;Best Time:;
MIZE011TO;TO;Your Time:;
MIZB000TO;TO;Levitation Learner's Permit;
MIZE012TO;TO;Press /BlackButton/ to Levitate.;
MIZE013TO;TO;Press /RightFlipper/ to Levitate.;
MIZE014TO;TO;Reset race;
MIZE015TO;TO;Use your Thought Bubble to map your LEVITATION power to a button on the controller.;
MIAB018CM;CM;Haha! Yay! Raz learned Telekinesis! Right on!;
MIAE014MI;MI;That's nice, darling, but why don't you help us instead?;
MIZZ000TO;TO;GO;
MIZZ001TO;TO;LOSE;
MIZZ002TO;TO;READY;
MIZZ003TO;TO;SET;
MIZZ004TO;TO;WIN;
MIAB019CM;CM;Right on, Raz! You learned firestarting! Good for you!;
MIAB020CF;CF;Wow, you're really good at Telekinesis, Raz! That's awesome!;
MIAB021CF;CF;Hee hee hee! Yay! Firestarting practice! Woo!;
MIAB022CP;CP;What's this all about, eh?;
MIAB023CP;CP;Careful, eh? My hair goes up in flames and we're all goners.;
MIAB024EF;EF;Okay, I really don't like being up this high.;
MIAB025EF;EF;Oh man. I hope I don't get much hotter. That would be uncomfortable.;
MIAB026JT;JT;Put me down partner or I'll show you what a good shot I am!;
MIAB027JT;JT;Move along, little doggy. Nothin' to burn here.;
MIAB028EL;EL;Hey! Grow up, Razputin!;
MIAB029EL;EL;If you don't stop trying to burn me right now I am going to SCREAM!;
MIAB030CH;CH;Finally! I'm being TAKEN! They've finally come for me! Hey! It's just you. PUT ME DOWN!;
MIAB031CH;CH;Hm. Atmospheric changes in effect. Adjusting helmet thermostat.;
MIZE016TO;TO;Are you sure you want to reset the race?;
