id;character;origin_dialogue;translated_dialogue
INTR002CO;CO;Six hundred miles of synaptic fiber, five and a half ounces of cranial fluid, fifteen hundred grams of complex neural matter...;
INTR003CO;CO;A three pound pile of dreams.;
INTR004CO;CO;But I'll tell you what it really is.;
INTR005CO;CO;It is the ultimate battlefield--and, the ultimate weapon.;
INTR006CO;CO;The wars of this modern age--The Psychic Age--are all fought somewhere between these damp, curvaceous undulations.;
INTR007CO;CO;AND YOU! DO YOU KNOW WHAT YOU REALLY ARE?;
INTR008CO;CO;Well. I'll tell you that too.;
INTR009CO;CO;From this day forward, you are all Psychic Soldiers.;
INTR010CO;CO;Paranormal Paratroopers!;
INTR011CO;CO;Mental Marines who are about to ship out on the adventure of their lives!;
INTR012CO;CO;THIS IS OUR BEACHHEAD.;
INTR013CO;CO;And this is your landing craft!;
INTR014CO;CO;You shall engage the enemy in his own mentality! You shall chase his dreams, you shall fight his demons, you shall live his nightmares!;
INTR015CO;CO;And those of you who fight well, you will find yourselves on the path to becoming international secret agents. In other words...;
INTR016CO;CO;Psychonauts!;
INTR017CO;CO;The rest of you... WILL DIE.;
INTR018DO;DO;Waaaaaaaa!;
INTR019SA;SA;Oh, Morry.;
INTR020MI;MI;Children, you are not going to die.;
INTR021CO;CO;Well, if you're not a Psychonaut, then you might as well be dead!;
INTR022DO;DO;They told me this was a Summer Camp!;
INTR023LI;LI;Ah, Dogen. Don't worry about ol' Coach Oleander. I've been coming here for years, and trust me--nothing ever happens.;
INTR024BZ;BZ;Yeah, Dogen. Lili's right. You don't got nothin' to worry about... 'cept for that giant monster in the lake I was telling you about.;
INTR025CO;CO;Bobby Zilch! I told you to stop scaring people with that ridiculous, old legend!;
INTR026CO;CO;I don't want the kids to be afraid to go out at night and walk alone on the perfectly safe paths of Whispering Rock Psychic Summer Camp.;
INTR027CO;CO;And we don't want to scare our special guests, superstar Psychonauts Sasha Nein and Milla Vodello!;
INTR029RA;RA;Whoa--;
INTR030DO;DO;Lake monster!;
INTR032SA;SA;Formation!;
INTR033MI;MI;It's resisting.;
INTR034SA;SA;What is it?;
INTR035MI;MI;It's just a little boy! What's your name, darling?;
INTR036CO;CO;I'll find out!;
INTR037CO;CO;Can't... get... in... ach!;
INTR038RA;RA;My name...;
INTR039CO;CO;...starts with a "D"�;
INTR040RA;RA;...is Razputin.;
INTR041CO;CO;Grr.;
INTR042RA;RA;But everybody calls me Raz.;
INTR043DO;DO;Please don't kill us, lake monster!;
INTR044SA;SA;Compelling.;
INTR045CO;CO;Armored like a tank!;
INTR046RA;RA;Sorry I'm late. I don't want to disrupt your briefing, Agent Oleander.;
INTR047RA;RA;Agents Nein, Vodello.;
INTR048RA;RA;Please, continue.;
INTR049CO;CO;Where do you think you're going?;
INTR050SA;SA;You've broken into a highly-classified, remote government training facility.;
INTR051RA;RA;I know! Isn't it great? Listen, why don't I just sit over here quietly with my fellow PSI Cadets--;
INTR052RA;RA;Hey, how's it going? I like your hat!;
INTR053SA;SA;We need to have this young man taken from here immediately.;
INTR054MI;MI;I'll call his parents.;
INTR055RA;RA;What? But... don't you train Psychonauts here?;
INTR056MI;MI;Yes, darling, but--;
INTR057RA;RA;To soar across the astral plane?;
INTR058RA;RA;To wage psychic warfare against the enemies of free thought?;
INTR059CO;CO;That is what I wrote on the front of the pamphlet...;
INTR060RA;RA;Those words are why I'm here, Coach Oleander. Do you remember what you wrote on the inside of that pamphlet?;
INTR061RA;RA;"You were born with a special gift. But the people around you treat it like a curse. Your mother is afraid of you, and your father looks at you with shame in his eyes. Come to Whispering Rock Psychic Summer Camp, and you can show them all! Back home, your powers make you a loner, an outcast, a circus freak. But in this dojo, in this Psychic dojo, they make you a hero.";
INTR062CO;CO;Get that soldier a bunk!;
INTR063MI;MI;Now, darling. You can stay here for a few days until your parents come for you. But we can't let you participate in any paranormal training without your parents' consent. I'm sorry.;
INTR064DO;DO;Wowee. You're so lucky. You get to go home soon.;
INTR065RA;RA;Home? Back there I was just like you were Dogen--punished by my own family for having powers I never asked for.;
INTR066RA;RA;But here, I have a chance to be something. To make a difference.;
INTR067RA;RA;They may come for me, Dogen, but they'll be looking for Raz, the boy. What they're going to find�;
INTR068RA;RA;�What they don't expect, is Raz, the Psychonaut.;
INTR069DO;DO;And--and--and then you'll make their heads explode?;
INTR070RA;RA;No! Do you do that?;
INTR071DO;DO;No!;
INTR072DO;DO;No! Well, once kinda. But, now I wear this special hat. Wanna try it on?;
INTR073RA;RA;No no no!;
INTR074SA;SA;But he has mental defenses like I've never seen in someone so young. If I could just get him in my lab for some experiments, I'm sure he could withstand more than the others!;
INTR075CO;CO;That kid's one in a million, Nein. But I'm not going to let you turn him into one of your guinea pigs!;
INTR076CO;CO;I've got big plans for that mind.;
INTR077MI;MI;Quickly, bring it over here;
SLAC001RA;RA;Ahhh!;
SLAC002SA;SA;Hmm. That should not have happened. We need to try that again.;
SLAC003RA;RA;Oh, I don't think I need to be in the Tumbler with the glowy eye guys anymore.;
SLAC004SA;SA;Suit yourself.;
SLAC005SA;SA;You know, in many tribal societies, learning to defeat the monsters you see in your dreams is considered a rite of passage.;
SLAC006SA;SA;I can train you to fight. Come see me when you're ready.;
SLAM001SA;SA;Okay, okay. Enough about my mind. Let's stay out of my mind for a while. Let's just go back into yours, huh?;
SLAM002SA;SA;Step up to the Brain Tumbler when you're ready.;
SLBT001RA;RA;So, what's this hair dryer thing do?;
SLBT002SA;SA;Ah, you're ready for the Brain Tumbler.;
SLBT003SA;SA;With this device we will send you deep into your own psyche, where you should find unparalleled insight and power.;
SLBT004RA;RA;Excellent. Tumble away.;
SLBT005SA;SA;Now just relax. This will not hurt, unless something really very bad happens.;
SLBT006SA;SA;One more time, for the good of science!;
SLBT007SA;SA;Let's go mess up your mind for a change.;
SLBT008SA;SA;Let's see if Milla taught you anything.;
SLIN001RA;RA;Agent Nein? I'm here for the advanced training!;
SLIN002RA;RA;So, what are we going to learn? Bending spoons? Burning stuff?;
SLIN003RA;RA;I've been hearing a lot about head explosion and I was wondering--;
SLIN004SA;SA;Science, Razputin. That is what we practice down here. Not parlor tricks.;
SLIN005SA;SA;If you are serious about exploring the possibilities of your mind, step up to the Brain Tumbler and we'll begin.;
SLIN006RA;RA;Brain tumbler?;
SLIS001RA;RA;Okay. Teach me to fight.;
SLIS002SA;SA;Very well. The secret is all up here.;
SLIS003RA;RA;It's all in my mind?;
SLIS004SA;SA;No, it's all in MINE. Let's go!;
BBBI033RA;RA;Yes sir!;
CAMD002MI;MI;Oh, darling. You know I'd love to, but Sasha and the Coach are so strict, you know, and--;
CAMD004MI;MI;You know I'd expect that sort of recklessness from Morceau, but Sasha?;
CAMD006MI;MI;Sasha said that? Really? I didn't know he noticed...;
CAMD007MI;MI;Well, let us see if you are mentally prepared for this endeavor, young man.;
CAMD008MI;MI;Oh, darling. You're just not ready. Maybe in a few months.;
CAMD010MI;MI;Oh, now, there there. Cheer up.;
CAMD011MI;MI;You shouldn't be getting down, unless you are on the dance floor baby!;
CAMD012MI;MI;(Gasp!);
CAMD013MI;MI;Young man!;
CAMD014MI;MI;Have you been working out?;
CAMD016MI;MI;Flirt! Okay, let's party.;
CAMD017MI;MI;Ah there you go!;
CAMD018MI;MI;Spin me a good one, Mr. DJ.;
CAQZ037CH;CH;Ooof!;
CAQZ038CH;CH;Ak!;
CAQZ039CH;CH;Ug!;
CAQZ040CH;CH;Ay!;
CAQZ041CH;CH;Ow!;
CALG001CO;CO;Alright, settle down in here! BIG DAY tomorrow!;เอาล่ะ, นอนพักกันที่นี่แหละ พรุ่งนี้มี "งานใหญ่"
CALG002CO;CO;I want to see each and every one of you runts in my classroom at oh-six-hundred hours on the dot!;ฉันอยากจะเห็นพวกนายทุกคนที่คลาส 6 โมงตรง!
CALG003CO;CO;I'm the early bird and you're the worms, got it?;ฉันเป็นนกที่ตื่นเช้าส่วนนายก็เป็นหนอน เข้าใจ๊
CALG004CO;CO;Now...;ที่นี้...
CALG005CO;CO;LIGHTS OUT!;ปิดไฟ!
CAAM001PH;PH;Uhhg! That has got to be the worst band name I have ever heard, in the history of ever, of all time, ever.;เอ่อ! นั่นต้องเป็นชื่อวงที่แย่ที่สุด ที่ฉันเคยได้ยินมาในประวัติศาสตร์ทั้งหมดเลยล่ะ
CAAM002QU;QU;And by "worst" did you possibly mean, "The best?" Because that's what I was thinking.;คำว่า "แย่ที่สุด" ของเธอหมายถึง “ดีที่สุด” หรือเปล่า? นั่นคือสิ่งที่ฉันคิดล่ะ
CAAM003PH;PH;No I meant worst, as in I can't even believe we're friends it's so bad.;เปล่า ฉันหมายถึงแย่ที่สุดแบบว่า ฉันไม่อยากเชื่อเลยว่าเราเป็นเพื่อนกันได้ยังไง มันแย่มาก
CAAM004QU;QU;Look deeply into your heart, Phoebe, and I think you'll find that even you believe "The Levitators" is pretty much the dopest name a band could ever have.;มองให้ลึกลงไปในหัวใจเธอสิฟีบี้ ฉันเชื่อว่าแม้แต่เธอก็จะรับรู้ได้ว่า “The Levitators” เป็นชื่อที่เจ๋งที่สุดเท่าที่วงดนตรีไหนจะเคยมีมา
CAAM005PH;PH;The Levitators? Are we some sort of cover band that only plays graduation ceremonies for motivational seminars?;The Levitators? เราจะไปเป็นวงดนตรีคัฟเวอร์ที่เล่นในงานจบการศึกษาหรือสัมมนาเพื่อสร้างแรงบันดาลใจกันเหรอ?
CAAM006QU;QU;I've been practicing, and I think I could levitate us both during our gigs. For real now.;ฉันฝึกมาแล้วนะ และฉันคิดว่าฉันจะทำให้พวกเราทั้งคู่ลอยได้ในระหว่างแสดงจริง ๆ น่ะ
CAAM007PH;PH;No way. Last year, you dropped me and I broke my drums.;ไม่มีทาง ปีที่แล้วนายก็ทำฉันตกจนกลองฉันแตก
CAAM008QU;QU;Hey, at least those got fixed. I'll never get back those records you melted with that unplanned pyrotechnics display of yours.;เฮ้ อย่างน้อยกลองนั่นก็ซ่อมได้ ฉันไม่เคยได้แผ่นเสียงพวกนั้นคืนเลยนะ ที่เธอเอาไปเผาตอนแสดงพลุไฟของเธอที่ไม่ได้อยู่ในแผนน่ะ
CAAM009PH;PH;Look, you know when I have a good solo going, sometimes things get hot. I can't help it. And it'd seem like part of the show if we named the band the right thing...;ฟังนะ เวลาฉันเล่นโซโล่ดี ๆ บางทีมันก็ร้อนแรงเกินควบคุมน่ะ มันช่วยไม่ได้นี่ แล้วมันก็ดูจะเป็นส่วนหนึ่งของการแสดงได้ ถ้าเราตั้งชื่อวงให้มันเข้ากัน...
CAAM010QU;QU;Oh, not this again.;โอ้ย ไม่เอาอีกแล้วนะ
CAAM011PH;PH;Ahem. Ladies and Gentlemen!;อะแฮ่ม สุภาพสตรีและสุภาพบุรุษ!
CAAM012QU;QU;Please.;ขอล่ะ.
CAAM013PH;PH;Would you please welcome...;ขอเชิญพบกับ...
CAAM014QU;QU;No...;ไม่...
CAAM015PH;PH;THE FIRESTARTERS.;THE FIRESTARTERS.
CAAM016QU;QU;Oh, man.;โหว่ พวก
CAAM017PH;PH;Raaaaa!;ว๊ากกก!
CAAM018QU;QU;If we're gonna call it that, we might as well call it, "Burning Itch."; ถ้าเราจะตั้งชื่อแบบนั้น เรียกว่า “คันยุบยิ๊บ” ไปเลยก็ได้
CAAM019PH;PH;WHAT?! OOooooh! Rrrrr!;อะไรนะ?! อู้ววว อร๊าย!
CAAM020QU;QU;Hey, how's everybody tonight? You feelin' Itchy? I said, YOU FEELIN' ITCHY?;เฮ้ ทุกคนเป็นไงบ้างคืนนี้ รู้สึกคันๆ กันไหม? ฉันถามว่า "คุณรู้สึกคันๆ กันไหม?"
CAAM021PH;PH;Watch it Quentin!;ระวังตัวไว้ เควนติน!
CAAM022QU;QU;Or what. You'll burn me? You know you can't burn me. You got a block. That's why we're friends.;อะไรล่ะ เธอจะเผาฉันเหรอ? เธอก็รู้ว่าเธอเผาฉันไม่ได้ เธอโดนบล็อกอยู่ไง นั่นแหละเหตุผลที่เราเป็นเพื่อนกันได้ไงล่ะ
CAAM023PH;PH;Aw you're right.;อ๋อ จริงด้วย
CAAM024QU;QU;That's why we're in a band together.;นั่นแหละเหตุผลที่เราอยู่วงเดียวกัน
CAAM025PH;PH;Yeah...;ช่าาย...
CAAM026QU;QU;And why we should call our band The Levitators.;และนั่นแหละเหตุผลที่เราควรจะตั้งชื่อวงว่า The Levitators
CAAM027PH;PH;Did you say Heavy Taters? Cuz that's what I heard.;นายพูดว่า Heavy Taters ใช่มั้ย? เพราะนั่นแหละที่ฉันได้ยินล่ะ
CAAM028QU;QU;Levitators!;Levitators!
CAAM029PH;PH;Firestarters!;Firestarters!
CAAT001MF;MF;Thanks. I thought I was stuck in there forever.;
CAAT002RA;RA;What is this thing?;
CAAT003MF;MF;It's a GPC, a Geodesic Psychoisolation Chamber.;
CAAT004RA;RA;Oh, man, cool!;
CAAT005MF;MF;Cool? Do you have any idea what this does?;
CAAT006RA;RA;Something cool?;
CAAT007MF;MF;Uh, no. It's a sixth-sensory deprivation tank. A hermetically sealed metaphysical hotbox.;
CAAT008MF;MF;It's solitary confinement for psychics.;
CAAT009RA;RA;Naaaasty. And the Coach locked you inside it?;
CAAT010MF;MF;Nah. The staff hasn't put any kids in the GPC since the 50's.;
CAAT011MF;MF;Bobby threw me in here.;
CAAT012MH;MH;Bully and dwarf accomplice should assault own size or larger only.;
CAAT013MH;MH;While in cooler, perhaps noticed gigantic bear with skin where hair should be?;
CAAT014MF;MF;I didn't see anything in there. That's the whole point.;
CAAT015MH;MH;Ah, just so. Empty now.;
CAAT016MH;MH;Good luck, small ones.;
CAAT017MF;MF;Hey, wait!;
CAAU018MH;MH;You. New boy. Seen bear lurking in woods?;นาย เด็กใหม่ เห็นหมีซุ่มในป่าไหม
CAAU019RA;RA;Nope.;ไม่นะ
CAAU020MH;MH;Positive? Giant, hairless bear?;แน่ใจนะ? ตัวใหญ่ๆ ไร้ขนน่ะ?
CAAU021RA;RA;Ehm, nope.;เอิ่ม ไม่นะ
CAAU022MH;MH;In Russia, bears much smaller.;ที่รัสเซีย หมีตัวเล็กกว่าเยอะ
CAAU023MH;MH;Also more hair. Less lurking. Always eager to wrestle.;และมีขนเยอะกว่า ไม่ค่อยซ่อน ชอบต่อสู้ตลอด
CAAU024MH;MH;This one hide and run.;ที่นี่มันทั้งซ่อนแล้วก็หนี
CAAU025RA;RA;I'll let you know if I see anything.;ฉันจะบอกนายนะ ถ้าฉันเห็นอะไรเข้า
CAAU026MH;MH;Cannot lurk forever, bear.;ซุ่มไม่ได้ตลอดหรอก เจ้าหมี
CAAV001KI;KI;Okay, you can pass.;
CAAV002KI;KI;Didn't we tell you not to come back until you found an arrowhead?;
CAAV003FA;FA;No passing!;
CAAV004RA;RA;But I need to get to class.;
CAAV005FA;FA;Maybe you should have thought of that before.;
CAAV006RA;RA;I did think of that before. That's why I'm here now.;
CAAV007KI;KI;Exactly. Now you gotta pay the toll.;
CAAV008FA;FA;One arrowhead.;
CAAV009KI;KI;PAY UP!;
CAAV010RA;RA;I found this thing. Is that what you're talking about?;
CAAV011KI;KI;Yup, that's an arrowhead.;
CAAV012RA;RA;How'd they get here?;
CAAV013RA;RA;Arrowhead? What's that? Where do I get one?;
CAAV014KI;KI;Franke, the new kid can't be this dumb, right?;
CAAV015FA;FA;The camp's built on an Indian burial ground and--;
CAAV016RA;RA;Oh my gosh, Indians buried their dead here?;
CAAV018FA;FA;I hope not. No, stupid, they buried their arrowheads here.;
CAAV020KI;KI;Anyway, lemme have one of yours.;
CAAV021KI;KI;Don't come back 'til you find one.;
CAAV200FA;FA;Just like Coach Oleander.;
CAAV202FA;FA;Like truffles.;
CAAV206KI;KI;They're hidden underground, but they let out a little gas once in a while.;
CAAV208KI;KI;So if you see any of that stuff, just pull them right out.;
CAAV210RA;RA;I found one!;
CAAV212RA;RA;Hey, I really need to get by...;
CAAX040CP;CP;So you're dating Elka now. Does that mean we won't hang out as much?;งั้นตอนนี้นายก็คบกับ Elka อยู่สินะ แปลว่าเราจะไม่ได้เที่ยวเล่นกันได้เหมือนเมื่อก่อนแล้วสิ?
CAAX041JT;JT;Shoot, I reckon things t'aint gonna change one bit. Doggone it, pardner, no woman's never gonna--; เอาล่ะ ฉันไม่คิดว่าจะมีอะไรเปลี่ยนไปหรอก ปัดโธ่เอ้ย คู่หู ไม่มีสาวคนไหนที่จะมา--
CAAX042EL;EL;HEY! You're gonna make my boyfriend late for class.;เฮ้! นายจะทำให้แฟนฉันสายนะ
CAAX043EL;EL;Come on, James. COME. ON.;มาเถอะเจมส์ มา นี่
CAAY046RA;RA;The Whispering Rockers!;The Whispering Rockers!
CAAY047PH;PH;Uh, what?;เอ่อ ไงนะ?
CAAY048RA;RA;That's my band name idea!;ชื่อวงที่ฉันคิดน่ะ!
CAAZ053RA;RA;Want another band name idea?;อยากได้ไอเดียชื่ออื่นมั้ย?
