id;character;origin_dialogue;translated_dialogue
ASBR110BO;BO;Can I really be the only person who sees this?;
ASBR111BO;BO;Someone has to get this information to the people.;
ASBR112BO;BO;If they find out I know this stuff, I'm dead.;
ASBR113BO;BO;Oh, man. This stuff is hot.;
ASBR114BO;BO;...since the year dot.;
ASBR115BO;BO;...right under people's noses!;
ASBR116BO;BO;...and nobody seems to care!;
ASBR117BO;BO;Visiting hours are over!;
ASBR118BO;BO;Why does that hydrant keep looking at me?;
ASBR119BO;BO;You can pass it over the counter, but that don't make it over the counter!;
ASBR120BO;BO;No insubordination, right boss? Right?;
ASBR121BO;BO;Okay, Boss?;
ASBR122BO;BO;Hey, where is the boss?;
ASBR123BO;BO;Ignore it, Cooper!;
ASBR124BO;BO;I have to get rid of some of this stuff!;
ASBR125BO;BO;I have to stay focused.;
ASBR126BO;BO;No distractions!;
ASBR127BO;BO;What???;
ASBR128BO;BO;Oh, that doesn't fit. That doesn't fit at all.;
ASBR129BO;BO;Well, maybe if I forget about that other part.;
ASBR130BO;BO;Wait, why did I say that?;
ASBR131BO;BO;Oh, Boyd. You've got this all wrong.;
ASBR132BO;BO;Did I just think that? Or did someone MAKE me think it?;
ASBR133BO;BO;But when that happens, they turn it into CHOCOLATE milk, and nobody can tell the difference!;
ASBR134BO;BO;You know what I mean? Amounts tendered? Yeah?;
ASBR135BO;BO;The squirrels... have eyes.;
ASBR136BO;BO;Listen to me, listen to me, LISTEN TO ME!;
ASBR137BO;BO;Shut up, shut up, SHUT UP!;
ASBR138BO;BO;Shhh! No, wait. Say that again?;
ASBR139BO;BO;They think the windows are tinted, but they ain't tinted nearly enough!;
ASBR140BO;BO;Of course the milk's got spider webs in it! Taste it!;
ASBR141BO;BO;I scream, you scream, we all scream, we all scream...;
ASBR142BO;BO;The ice cream's in the web, the web is in the cream.;
ASBR143BO;BO;Oh, you think that's regular yarn, do you?;
ASBR144BO;BO;They come, they whisper, they watch, they chop, chop, chop.;
ASBR145BO;BO;What's that on your head? That's no hat. Maybe you could tell your hat to shut up? Or at least, ask me the right questions?;
ASBR146BO;BO;I wonder if I'm on camera right now. Ha! What, am I crazy? Of course I am!;
ASBR147BO;BO;Hi mom! Look at me! I'm tangled in a web of deception! How's uncle G?;
ASBR148BO;BO;G-man, who are you working for? Who is G?;
ASBR149BO;BO;G-Man, Go-man, Goat Man… I thought you worked for me?;
ASBR150BO;BO;My father, he was a good man, but he served a cruel master.;
ASBR151BO;BO;Mom, are you sure these are your children?;
ASBR152BO;BO;These are not my dot to dots. These are not my babies.;
ASBR153BO;BO;...but of course you know all this because you're Australian...;
ASBR154BO;BO;...and then it comes out of those wires over there, and goes straight into my head, with all its little audio tricks…;
ASBR155BO;BO;I don't want to be a lead weight on the table.;
ASBR156BO;BO;I see myself more as a turtle with a rocket strapped to its back!;
ASBR157BO;BO;...and he waits and he waits...;
ASBR158BO;BO;...this milk can't stay fresh forever...;
ASBR159BO;BO;...something's got to give...;
ASBR160BO;BO;How many are there? I count fourteen, but that's not the number on my hand, that's not the number on my neck.;
ASBR161BO;BO;The truth lives in a small house on the edge of town.;
ASBR162BO;BO;The truth is sleeping in glass box.;
ASBR163BO;BO;The truth is a colorful diamond.;
ASBR164BO;BO;I'm dropping out of this yogurt convention. There's no fruit at the bottom.;
ASBR165BO;BO;Hey! Lady! Where you going with that sweater?;
ASBR166BO;BO;Think you could get this past me? I'm the guard.;
ASBR167BO;BO;I've got the truth. It's tucked in my cheeks. I'm not going to eat it right now.;
ASBR168BO;BO;Are you buying? Or are you spying?;
ASBR169BO;BO;This is ugly. It's like a Cyclops with a million eyes!;
ASBR170BO;BO;The fire will start in menswear!;
ASBR171BO;BO;But what if the signal comes early?;
ASBR172BO;BO;The meaty bit in the middle of this won ton, it's me!;
ASBR173BO;BO;Hey, don't worry about me. I'm centered. I'm the whole center in fact.;
ASBR174BO;BO;Am I? Or is he? Am I he? What is he doing in my house?;
ASBR175BO;BO;Someone moved into my neighborhood, uninvited.;
ASBR176BO;BO;The housing committee's not going to like this.;
ASBR177BO;BO;They should paint their garage door the same color as everybody else's.;
ASBR178BO;BO;I'm locked on the outside, and I'm locked on the inside.;
ASBR179BO;BO;And the little girl stuck her finger in the dyke and saved all the windmills. But who does the little girl work for?;
ASBR180BO;BO;Hey, little girl! Get your finger out of there!;
ASBR181BO;BO;Ha! I know what you're up to.;
ASBR182BO;BO;You've got the skates, but I've got the key!;
ASBR183BO;BO;Who is the Milkman???;
ASBR184BO;BO;You know my house is clean, right? Right boss??;
ASBR185BO;BO;Get off of me!;
ASBR186BO;BO;I don't want any half and half! I'm already half and half!!;
ASBR187BO;BO;If I'm invisible, then why is everyone looking at me?;
ASBR188BO;BO;...heh heh.;
ASBR189BO;BO;...ho, ho!...;
ASBR190BO;BO;...wait...;
ASBR191BO;BO;...er...;
ASBR192BO;BO;...uh...;
ASBR193BO;BO;...(cough)...;
ASBR194BO;BO;...uhhhh...;
ASBR195BO;BO;...hmmmm...;
ASBR196BO;BO;...ha!...;
ASBR197BO;BO;...yeah, yeah, yeah...;
ASBR198BO;BO;...what?...;
ASBR199BO;BO;...no, no, no, no...;
ASBR200BO;BO;...okay, okay, but…;
ASBR201BO;BO;...huh...;
ASBR202BO;BO;...riiiiiiight...;
ASBV001ED;ED;...signed... Edgar... Teglee.;
ASBV002ED;ED;Fini!;
ASBV003ED;ED;When you deliver this to my patron, Raz, you may also hand him my farewell, for I am checking myself out of here.;
ASBV004ED;ED;You have unchained my mind, young friend so before I go, I'd like to show my gratitude by painting you a REAL work of art.;
ASBV005RA;RA;No bull?;
ASBV006ED;ED;Ha ha ha ha ha!;
ASBV007ED;ED;You make light of my mental problems, and still I have no rage! Amazing!;
ASCD001CR;CR;Greetings, Doctor Loboto!;
ASCD002CR;CR;Up to the secret laboratory then, is it?;
ASCD003CR;CR;One moment...;
ASCD004CR;CR;You're not Doctor Loboto!;
ASCD005CR;CR;My eyes may be half gone, but I would recognize the mad doctor anywhere.;
ASCD006CR;CR;He's got that stone cold face a man doesn't easily forget...;
ASCD007CR;CR;He wears a beastly smock, covered in thick straps like an electric chair...;
ASCD008CR;CR;And in the place where his hand should be, there's nothing but a gleaming, metal claw.;
ASCD009CR;CR;So if I'm not mistaken, you're not Doctor Loboto, and you don't pay my salary so kindly back away from my elevator and die.;
ASCD010CR;CR;Thank you, sir.;
ASCD012CR;CR;Good to see your face!;
ASCD013CR;CR;I see you're wearing your favorite jacket!;
ASCD014CR;CR;If I may say so, your claw is looking ESPECIALLY menacing today!;
ASCD016CR;CR;If you're Doctor Loboto…;
ASCD017CR;CR;What happened to your face?;
ASCD018CR;CR;Where's your strappy jacket?;
ASCD019CR;CR;Did you have a human hand reattached to your arm, or...?;
ASCD020CR;CR;You inmates are getting ever more clever, but...;
ASCD021CR;CR;You still can't fool old Crispin Whytehead.;
ASCD022CR;CR;I'm an orderly you know. I am NOT an imposter.;
ASCD023CR;CR;Good day.;
ASCD024CR;CR;Taking her up yourself this time, eh Doctor? Less work for me!;
ASCD025FR;FR;Inmate Whytehead.;
ASCD026CR;CR;Gahh! Chief Orderly Bonaparte! You're... You're…;
ASCD027FR;FR;Armed?;
ASCD028CR;CR;Woo hoo ha ha hahaha!;
ASCL001RA;RA;Hey it works!;
ASCL002RA;RA;What's up, Linda?;
ASCL003RA;RA;I don't suppose I could just ride on top this time?;
ASCL004RA;RA;You know, I'm not getting any more used to this.;
ASCL005RA;RA;You haven't been eating algae again, have you?;
ASCL006LF;LF;Prepare yourself for passage, human child.;
ASCL007RA;RA;Ya--;
ASCR001CR;CR;Behind you, General!;
ASCR002CR;CR;Oh, good move, mate.;
ASCR003CR;CR;Got 'em on the run now, eh, Bonaparte?;
ASCR004CR;CR;I hear you out there Fred!;
ASCR005CR;CR;Just because I can't see you doesn't mean I'm not watching!;
ASCR006CR;CR;Don't throw in the towel just yet!;
ASCR007CR;CR;You've still got a few more hens in your musket!;
ASCR008CR;CR;Heh. Look at 'im.;
ASCR009CR;CR;Sad isn't it?;
ASCR010CR;CR;He used to be just an average loon--didn't embarrass himself so much.;
ASCR011CR;CR;Now he's all kiltery-jiltery.;
ASCR012CR;CR;I used to play that little war game with him back when it WAS just a game to him.;
ASCR013CR;CR;Last time we played he lost the game and his mind. Now he thinks he's Napoleon of course.;
ASCR014CR;CR;Reduced to a cracker factory cliché!;
ASCR015CR;CR;One pickle short of a Sunday spice can, wouldn't you say?;
ASCR016CR;CR;Not much brine in his brisket, if you know what I mean.;
ASCR017CR;CR;Poor bastard.;
ASCR018CR;CR;Got a meter on his melon like half sack of cherries.;
ASCR019CR;CR;Tell me, what's he doing now? I can't see from here. Is he winning or losing?;
ASEI001RA;RA;Hey, how's that painting of Doctor Loboto coming along? You know, I'll deliver it for you as soon as it's finished.;
ASEI002ED;ED;Silence! I am conceptualizing.;
ASEI003RA;RA;Hey! I like it!;
ASEI004ED;ED;Ah, you see, the poor dumb beasts have no thumbs, so I ask you... how are they holding their cards?;
ASEI005RA;RA;St--St--Sticky paws?;
ASEI006ED;ED;It should be impossible, and yet somehow they go on... playing the game.;
ASEI007ED;ED;In the end, Razputin, aren't we all just dogs playing poker?;
ASET001RA;RA;Hey, why are you all locked up?;
ASET002ED;ED;Hmmm.;
ASET003ED;ED;Why... am... I... all... locked... up?;
ASET004ED;ED;Good question.;
ASET005RA;RA;What ya paintin' there?;
ASET006ED;ED;Nothing. Everything. An invisible portrait of my own artistic impotence.;
ASET007RA;RA;Looks like Doctor Loboto to me.;
ASET008ED;ED;That is my patron, my psychiatrist, my warden.;
ASET009RA;RA;Is he the one who chained you up?;
ASET010ED;ED;Art therapy is all about commitment, child.;
ASET011ED;ED;The Doctor won't let me go until I complete my treatment.;
ASET012RA;RA;So, why don't you just finish the painting and go home?;
ASET013ED;ED;Why... don't I... just...;
ASET014ED;ED;heavy, bull-like breathing and grunting as he paints;
ASET015RA;RA;Wow! See, sometimes you just have to--;
ASET016RA;RA;Huh. You painted a bullfight over the Doctor's face. Why a bull fight?;
ASET017RA;RA;Huh? Huh Edgar? Why do you--;
ASET019ED;ED;EVERY TIME!;
ASET020ED;ED;Every time it is the same!;
ASET021ED;ED;The matador! The bull! How I despise you both!;
ASET022ED;ED;But my hands... won't let you go.;
ASET023ED;ED;Ahhhhhh!;
ASET024ED;ED;The blank canvas, like the matador's cape, waves before me.;
ASET025ED;ED;Infuriating. Alluring. Just like the pitiful horned beast in the painting, I know it is a trick-and yet I charge again and again. And every time I lose.;
ASET026ED;ED;That is why I am here, chained in more ways than you can see.;
ASET027RA;RA;A prisoner of art.;
ASET029RA;RA;Well, I'm going downstairs. You good?;
ASET030ED;ED;I'm good.;
ASFD001RA;RA;Excuse me, sir?;
ASFD002NP;NP;My name is Napoleon Bonaparte!;
ASFD003RA;RA;Oh! Uh... excuse me... Mr. Bonaparte?;
ASFD004FR;FR;Shhh! I only THINK I'm Napoleon Bonaparte.;
ASFD005NP;NP;Do not listen to the weakling! He denies his lineage because he fears it!;
ASFD006FR;FR;You'll have to excuse me. I'm busy losing a battle with my sanity here.;
ASFD007NP;NP;For France!;
ASFD008RA;RA;I like your jacket. Very strappy!;
ASFD009FR;FR;You want it? You can have it! Just help me undo these buckles in the back and--;
ASFD010NP;NP;What are you doing?! The uniform of this army is sacred! We shall wear it proudly until the battle is over.;
ASFD011FR;FR;(Help me!);
ASFI001NP;NP;Allons enfants!;
ASFI002NP;NP;Enfants de la Patrie!;
ASFI003NP;NP;Le jour de gloire est arrivé!;
ASFI004NP;NP;Ha ha! Soon we shall feast upon the sweet, buttery snails of victory!;
ASFI005NP;NP;Ahh! Reinforcements!;
ASFI006NP;NP;March-ez-vous!;
ASFI007NP;NP;Back on your horse, soldier! Tout de suite!;
ASFI008NP;NP;Now, then...;
ASFI009NP;NP;Ha!;
ASFI010NP;NP;Ha ha!;
ASFI011NP;NP;Hah hah hah hah hah!;
ASFI012NP;NP;Into Napoleon's trap, you have fallen!;
ASFI013NP;NP;Ah, my trusted spy! Tell me what you know!;
ASFI014NP;NP;Weakling! Shut up! You call yourself by the name Bonaparte?;
ASFI015NP;NP;You are a stinking disgrace to your family, stinker!;
ASFI016NP;NP;This golden day is ours!;
ASFI017NP;NP;The sun is bright, the enemy is weak, and there is cheese back in the tent.;
ASFI018NP;NP;Le Charge!;
ASFI019NP;NP;Le Fire!;
ASFI020NP;NP;We are on our way back to town!;
ASFI021NP;NP;Let's take it to the chateaux, boys!;
ASFI022NP;NP;Another easy victory for Napoleon Bonaparte!;
ASFI023NP;NP;More wine!;
ASFI024FR;FR;Oh, man. Where's my cannon? Did we lose a cannon?;
ASFI025FR;FR;This is the worst. I hate this stupid game.;
ASFI026FR;FR;I don't want to play anymore!;
ASFI027FR;FR;I'm going to lose, I'm going to lose, I'm going to lose...;
ASFI028FR;FR;What am I supposed to do?;
ASFI029FR;FR;Retreat!;
ASFI030FR;FR;I thought I had a spy! Where'd I put my dang spy?;
ASFI031FR;FR;Everything's on fire! We're all going to burn!;
ASFI033FR;FR;Oh oh oh!;
ASFI034FR;FR;Everything's going black.;
ASFI035FR;FR;He calls this a game, but all I see is death.;
ASFI036FR;FR;These boys are too young to die. I'M too young to die!;
ASFI037FR;FR;Flank! No. Wait, uh, counter flank! No, uh uh unflank?;
ASFI038FR;FR;Do the other thing!;
ASFI039FR;FR;Where are my reinforcements?;
ASFI040FR;FR;I never asked for this war!;
ASFI041FR;FR;Hey, can we take a break? I need a quick disco nap.;
ASFI042FR;FR;Why aren't you attacking?;
ASFI043FR;FR;I am your commanding officer! You have to listen to me! That is an actual rule!;
ASFI044FR;FR;Why are you all working against me?;
ASFI045FR;FR;You think I'm dumb don't you?;
ASFI046FR;FR;I may be dumb, but I'm in charge!;
ASFI047FR;FR;Stop dying! Get up and stop dying!;
ASFI048FR;FR;Run over there and poke that guy with your gun knife thing!;
ASFI049FR;FR;Where'd everybody go? Is everybody dead?;
ASFI050FR;FR;Okay, everybody who's still in my army, please raise your hands, unless you are dead.;
ASFI051FR;FR;Uggg! Why won't that guy just shut up?;
ASFI052FR;FR;Look, we're not just an army. We are a family, and today we all have to pull together and kill.;
ASFI053FR;FR;Kill for daddy!;
ASFI054FR;FR;Hey, I'm tired too. But you don't see me lying down in the shade, now do you?;
ASFI055FR;FR;Oh, you want a court martial too? I got one for you too! And you, buddy!;
ASIE001ED;ED;Hmmm. What is this? Are you working on an abstract piece? Nice use of color...;
ASII001NP;NP;Attack!;
ASII002FR;FR;No, wait! Don't listen to him! Retreat!;
ASII003NP;NP;Shut up you fool! The battle is ours! Wellington is on the run! This is our moment of glory!;
ASII004CR;CR;Ah, shut up you loon!;
ASII005CR;CR;Heh heh.;
ASII006FR;FR;The battle can't be won. We're going to lose it.;
ASII007CR;CR;I'm afraid you lost it years ago, Fred. Now pipe down over there. I am the orderly and I run a quiet, peaceful insane asylum. Understood?;
ASII009CR;CR;Oh, now, see? You've disrupted Mr. Teglee's art therapy session.;
ASII010NP;NP;Ha ha! Le jour de gloire est arrivé!;
ASII011CR;CR;Whatever.;
ASIN001LF;LF;When it is your wish to travel across the lake, you may return to either shore and summon me with that.;
ASIN002RA;RA;Thanks, Hulking Lungfish. You know, you really aren't as hideous as people say.;
ASIN003LF;LF;You may call me now by my true name, Razputin. The name given to me by my people.;
ASIN004RA;RA;And what name is that, noble lake creature?;
ASIN005LF;LF;Linda.;
ASIN006RA;RA;What a magical lady.;
ASLC001LI;LI;Grrr!;
ASLC002LI;LI;Arg!;
ASLC003LI;LI;Man!;
ASLC004LI;LI;Consarnit.;
ASLC005LI;LI;(Sigh.);
ASLC006LI;LI;Stupid Doctor Loboto.;
ASLC007LI;LI;Ouch!;
ASLC008LI;LI;Oh, man. I got another itch.;
ASLC009LI;LI;Ah-ah-ah...;
ASLC010LI;LI;Ah-ah-ah-ahh...;
ASLC011LI;LI;Ah-ah-ah-ah-ahchooo!;
ASLC012LI;LI;(Sniff.);
ASLC013LI;LI;(Cough.);
ASLC014LI;LI;(Snarf.);
ASLC015LI;LI;(Snotty breathing.);
ASLR001LI;LI;Raz! You came!;
ASLR002RA;RA;Of course I did! We gotta get you out of here!;
ASLR003LI;LI;Look! The Coach must have lured Sasha and Milla here on "official Psychonauts business" and then ambushed them with sneezing powder! They're completely brainless!;
ASLR004RA;RA;I know. I saw their brains downstairs. Listen, first things first. I was thinking about what you said about us making out.;
ASLR005LI;LI;Yeah?;
ASLR006LI;LI;Oh, man. I'm so glad he showed up! I was just starting to feel slightly less phlegmy.;
ASLR007LI;LI;Wait, he didn't just hear--;
ASLR008LI;LI;Ah! Get away from me! Stop reading my mind. Go re-brain Sasha and Milla so they can help us break this lock!;
ASLS001LO;LO;Worthless! These brains are worthless, Sheegor! Just like the one in your head!;
ASLS002SH;SH;Oh, no, no, they're nice. They're--they're nice brains, Doctor Loboto. Really!;
ASLS003LO;LO;They're TOO nice! They won't fight! I need killers! I need angry brains!;
ASLS004LO;LO;I squeeze 'em, I poke 'em, I twist 'em! What do I have to do to make 'em fight? Maybe I should try my drill?;
ASLS005SH;SH;I'm not going to bring you anymore brains if you're going to be so mean to them!;
ASLS006LO;LO;Oh, you're not, are you?;
ASLS007SH;SH;No.;
ASLS008LO;LO;No matter what I do?;
ASLS009SH;SH;No. No matter... what.;
ASLS010LO;LO;Not even if I--;
ASLS011SH;SH;No! Don't!;
ASLS012LO;LO;Not even if I cook you a little--;
ASLS013SH;SH;Don't. Doctor, no!;
ASLS014LO;LO;A little turtle soup?;
ASLS015SH;SH;Please, Doctor Loboto. No!;
ASLS016LO;LO;Huh? A nice hot turtle soup, hmm hmm?;
ASLS018LO;LO;Nothing better on a cold night like this than some boiling hot soup!;
ASLS019SH;SH;Leave Mr. Pokeylope alone!!!;
ASLS020LO;LO;Oh, okay.;
ASLS021SH;SH;(Pant pant.);
ASLS022LO;LO;You sure?;
ASLS023SH;SH;NO! I mean, YES!;
ASLS024LO;LO;All right, all right.;
ASLS025LO;LO;Oh, why don't I just go ahead and heat you up a cup?;
ASLS026LO;LO;Pleeeeease!;
ASLS027LO;LO;It's made of turtles! Turtles that you love!;
ASLS028LO;LO;Isn't that right, Mr. Pokeylope?;
ASLS029SH;SH;Stop it stop it stop it stop it stop it stop it!;
ASLS030LO;LO;Okay, okay.;
ASLS031SH;SH;(pant);
ASLS032LO;LO;Well, maybe I'll just make some for myself.;
ASLS034LO;LO;Bring me a good brain, Sheegor, or Mr. Pokeylope becomes Mr. Smokey-lope!;
ASLS035LO;LO;Ha-ha-ha-ha-ha!;
ASLS036LO;LO;Huah-huah-huah!;
ASLS037LO;LO;Smokey-lope. HAAAAAA!;
ASLS038LO;LO;When you're a dentist, you have to learn to have a sense of humor, you know. It helps to calm the patients down.;
ASLV001LI;LI;Rrrr.;
ASLV002RA;RA;Lili!;
ASLV003LI;LI;Grrrr!;
ASLV004LI;LI;(Gasp!);
ASLV005LO;LO;Well, I've reviewed your chart, little girl.;
ASLV006LO;LO;And the bad news is, we're gonna have to remove your brain…;
ASLV007LO;LO;...strap it into an armored battle tank and make it shoot down innocent civilians with its concentrated psychic death beam!;
ASLV008LI;LI;I'm gonna kill you so much.;
ASLV009LO;LO;The good news is that your insurance is going to cover the whole thing, so--;
ASLV010LO;LO;Heyyy, is it getting warm in here?;
ASLV011LI;LI;No, I'm just trying to set you on fire through this stupid hat!;
ASLV012LO;LO;What a delightfully mean little brain you have. Just what we want!;
ASLV013LO;LO;Here, do me a favor. Tell me if you think this smells like... your DOOM! Heh heh.;
ASLV014LI;LI;(Snotty breathing.);
ASLV015LI;LI;(Sniff sniff.) I can't smell anything.;
ASLV016LO;LO;Curses!;
ASLV017LI;LI;Heh heh.;
